Time (s),X Position,Y Position,Z Position,Travel Distance,Lidar Points,CPU Usage (%),Memory Usage (MB)
58.29,0.31521142261429425,0.44555854334511524,0.0,0.61,-,-,-
58.33,0.31521142261424734,0.4455585433450856,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
58.37,0.3152114226141985,0.4455585433450554,0.0,0.61,-,-,-
58.41,0.3152114226141484,0.4455585433450249,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
58.46,0.31521142261409724,0.4455585433449943,0.0,0.61,-,-,-
58.5,0.315211422614045,0.4455585433449634,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
58.54,0.3152114226139917,0.4455585433449324,0.0,0.61,-,-,-
58.58,0.3152114226139375,0.4455585433449012,0.0,0.61,-,-,-
58.62,0.31521142261388224,0.4455585433448699,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
58.66,0.3152114226138259,0.4455585433448383,0.0,0.61,-,-,-
58.7,0.3152114226137685,0.44555854334480666,0.0,0.61,-,-,-
58.74,0.3152114226137101,0.4455585433447749,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
58.78,0.31521142261365076,0.445558543344743,0.0,0.61,-,-,-
58.84,0.31521142261359036,0.44555854334471107,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
58.87,0.3152114226135289,0.4455585433446791,0.0,0.61,-,-,-
58.91,0.3152114226134664,0.44555854334464695,0.0,0.61,-,-,-
58.96,0.31521142261340296,0.4455585433446148,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.0,0.3152114226133384,0.4455585433445826,0.0,0.61,-,-,-
59.04,0.31521142261327284,0.4455585433445504,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.09,0.3152114226132064,0.4455585433445183,0.0,0.61,-,-,-
59.12,0.31521142261313867,0.4455585433444861,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.17,0.31521142261307017,0.4455585433444539,0.0,0.61,-,-,-
59.22,0.31521142261300045,0.4455585433444217,0.0,0.61,-,-,-
59.26,0.3152114226129299,0.44555854334438955,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.3,0.3152114226128587,0.4455585433443574,0.0,0.61,-,-,-
59.34,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.38,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.42,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.46,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.51,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.55,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.59,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.63,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.68,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.71,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.75,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.8,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.84,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.88,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
59.92,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
59.96,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.0,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.05,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.09,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.13,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.17,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.21,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.25,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.29,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.33,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.38,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.42,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.46,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.51,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.54,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.59,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.63,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.68,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.73,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.76,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.81,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.86,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.9,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
60.95,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
60.98,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.02,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.08,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.13,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.18,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.22,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.26,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.31,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.34,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.38,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.42,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.47,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.52,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.56,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.6,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.65,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.69,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.73,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.77,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.82,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.86,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.9,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
61.94,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
61.99,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.02,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.06,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.11,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.14,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.19,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.23,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.27,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.31,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.36,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.4,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.44,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.49,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.52,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.56,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.61,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.65,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.69,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.73,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.77,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.81,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.86,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.89,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
62.94,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
62.98,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.02,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.06,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.1,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.14,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.18,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.23,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.27,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.31,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.35,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.39,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.43,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.47,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.51,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.55,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.59,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.63,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.67,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.71,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.76,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.79,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.84,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.88,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
63.92,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
63.97,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.0,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.04,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.1,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.13,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.17,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.22,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.26,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.3,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.34,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.38,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.43,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.47,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.51,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.55,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.59,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.64,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.67,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.71,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.75,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.79,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.84,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.88,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
64.92,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
64.96,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.0,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.05,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.09,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.12,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.17,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.22,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.28,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.33,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.43,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.47,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.52,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.58,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.61,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.66,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.71,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.76,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
65.8,0.3152114226128577,0.4455585433443569,0.0,0.61,-,-,-
-,-,-,-,-,720,-,-
65.84,0.3155616029869676,0.44571611776229586,0.0,0.61,-,-,-
65.88,0.317314314434179,0.4464999532250625,0.0,0.62,-,-,-
-,-,-,-,-,720,-,-
65.93,0.32053538395332337,0.44791948129693326,0.0,0.62,-,-,-
65.96,0.3252382296490302,0.44994368811633206,0.0,0.63,-,-,-
-,-,-,-,-,720,-,-
66.0,0.33144171783644466,0.45252718467730496,0.0,0.63,-,-,-
66.04,0.3391396336512425,0.45559825233492107,0.0,0.64,-,-,-
66.1,0.3473683088821077,0.4587170385841333,0.0,0.65,-,-,-
-,-,-,-,-,720,-,-
66.14,0.3556515986183257,0.46168773460872575,0.0,0.66,-,-,-
66.18,0.3639868379461036,0.4645093846714263,0.0,0.67,-,-,-
66.22,0.3723713452378362,0.46718108098610195,0.0,0.68,-,-,-
-,-,-,-,-,720,-,-
66.26,0.38047464074968684,0.4696047583492806,0.0,0.68,-,-,-
66.3,0.38883300030884566,0.47194063019403637,0.0,0.69,-,-,-
-,-,-,-,-,720,-,-
66.35,0.39734906756833943,0.4741575023497014,0.0,0.7,-,-,-
66.4,0.40566064177184985,0.47616524272225,0.0,0.71,-,-,-
-,-,-,-,-,720,-,-
66.46,0.41379424664727515,0.47799452017593536,0.0,0.72,-,-,-
66.5,0.42195010318933335,0.4797220188209088,0.0,0.73,-,-,-
66.55,0.4304568725178627,0.481441024279173,0.0,0.74,-,-,-
-,-,-,-,-,720,-,-
66.61,0.4390308872866257,0.48311546178435544,0.0,0.74,-,-,-
66.65,0.44722258014014493,0.4846642992113845,0.0,0.75,-,-,-
66.69,0.4554233869386742,0.4861641315460876,0.0,0.76,-,-,-
-,-,-,-,-,720,-,-
66.74,0.46363301452235106,0.4876149051729312,0.0,0.77,-,-,-
66.79,0.47148593217812507,0.48895418868976215,0.0,0.78,-,-,-
-,-,-,-,-,720,-,-
66.82,0.4801128599918188,0.4903724050549897,0.0,0.79,-,-,-
66.87,0.48880465053002353,0.49174810359792115,0.0,0.79,-,-,-
-,-,-,-,-,720,-,-
66.91,0.497504006840387,0.49307515149743764,0.0,0.8,-,-,-
66.95,0.5056510644465172,0.49429228380182694,0.0,0.81,-,-,-
66.99,0.5134389215172123,0.49545167383002153,0.0,0.82,-,-,-
-,-,-,-,-,720,-,-
67.03,0.5214166856900362,0.4966393356149405,0.0,0.83,-,-,-
67.08,0.5301207612394535,0.4979351244699463,0.0,0.84,-,-,-
67.12,0.5388248367892396,0.49923091332501124,0.0,0.85,-,-,-
-,-,-,-,-,720,-,-
67.17,0.5472823662760816,0.500489998495839,0.0,0.85,-,-,-
67.21,0.5550985428275631,0.5016536044878641,0.0,0.86,-,-,-
-,-,-,-,-,720,-,-
67.25,0.5628863998982627,0.5028129945160685,0.0,0.87,-,-,-
67.29,0.5708641640710476,0.5040006563009927,0.0,0.88,-,-,-
-,-,-,-,-,720,-,-
67.34,0.5795682396204032,0.5052964451560028,0.0,0.89,-,-,-
67.38,0.5882723151701872,0.5065922340110826,0.0,0.9,-,-,-
67.41,0.5965749204418312,0.507828255380345,0.0,0.9,-,-,-
-,-,-,-,-,720,-,-
67.46,0.6043627775126884,0.5089876454085946,0.0,0.91,-,-,-
67.5,0.6123405416854697,0.5101753071935426,0.0,0.92,-,-,-
-,-,-,-,-,720,-,-
67.54,0.6210446172348185,0.5114710960485774,0.0,0.93,-,-,-
67.58,0.6297486927846344,0.5127668849036855,0.0,0.94,-,-,-
67.63,0.6380229785756536,0.5139986903091781,0.0,0.95,-,-,-
-,-,-,-,-,720,-,-
67.68,0.6462689448858895,0.5152262797508608,0.0,0.95,-,-,-
67.71,0.6545149111961244,0.5164538691925499,0.0,0.96,-,-,-
67.76,0.6629158017216856,0.5177045224358473,0.0,0.97,-,-,-
-,-,-,-,-,720,-,-
67.8,0.6716198772710058,0.519000311290906,0.0,0.98,-,-,-
67.84,0.6803244491059799,0.5202927575882512,0.0,0.99,-,-,-
-,-,-,-,-,720,-,-
67.88,0.6889693500268734,0.5215510327869968,0.0,1.0,-,-,-
67.92,0.6972255245508614,0.5227079064763532,0.0,1.01,-,-,-
-,-,-,-,-,720,-,-
67.96,0.7054859604087191,0.5238340095709468,0.0,1.01,-,-,-
68.0,0.7139943628398782,0.5249865248963648,0.0,1.02,-,-,-
68.05,0.7227147293194289,0.5261677142952176,0.0,1.03,-,-,-
-,-,-,-,-,720,-,-
68.09,0.7313716749522473,0.5273403132257707,0.0,1.04,-,-,-
68.13,0.7396330747750383,0.5284593347615495,0.0,1.05,-,-,-
-,-,-,-,-,720,-,-
68.18,0.7478944745976679,0.5295783562973132,0.0,1.06,-,-,-
68.22,0.7557252802481629,0.5306390530743124,0.0,1.06,-,-,-
68.27,0.7642687359421736,0.5317962795875879,0.0,1.07,-,-,-
-,-,-,-,-,720,-,-
68.31,0.7729891024217216,0.5329774689864607,0.0,1.08,-,-,-
68.34,0.7814624613919343,0.5341252007718145,0.0,1.09,-,-,-
-,-,-,-,-,720,-,-
68.39,0.789723861214562,0.5352442223075922,0.0,1.1,-,-,-
68.43,0.7979852610371886,0.536363243843377,0.0,1.11,-,-,-
68.48,0.8058160666876806,0.5374239406203962,0.0,1.11,-,-,-
-,-,-,-,-,720,-,-
68.52,0.8143595223816116,0.5385811671336873,0.0,1.12,-,-,-
68.56,0.8230798888611573,0.5397623565325783,0.0,1.13,-,-,-
68.6,0.8318010833354755,0.5409374063126056,0.0,1.14,-,-,-
-,-,-,-,-,720,-,-
68.65,0.8405263422937578,0.5420818226971719,0.0,1.15,-,-,-
68.69,0.8488268507213002,0.5431222555878252,0.0,1.16,-,-,-
-,-,-,-,-,720,-,-
68.74,0.8571685642479095,0.5441171206149771,0.0,1.17,-,-,-
68.79,0.8659115582218272,0.5451171104972333,0.0,1.18,-,-,-
68.82,0.8746564066228679,0.546100789667966,0.0,1.18,-,-,-
-,-,-,-,-,720,-,-
68.87,0.8834013567939716,0.5470835645346301,0.0,1.19,-,-,-
68.92,0.8918065510067762,0.5480281569519957,0.0,1.2,-,-,-
-,-,-,-,-,720,-,-
68.95,0.9000912406424539,0.5489592068256847,0.0,1.21,-,-,-
69.0,0.908220278533951,0.5498727642472624,0.0,1.22,-,-,-
-,-,-,-,-,720,-,-
69.04,0.9166037149742393,0.5508149114829651,0.0,1.23,-,-,-
69.09,0.9253486651450141,0.5517976863495958,0.0,1.24,-,-,-
69.13,0.9340300156786612,0.5527733137627022,0.0,1.24,-,-,-
-,-,-,-,-,720,-,-
69.17,0.9423147053146089,0.5537043636364184,0.0,1.25,-,-,-
69.21,0.9505993949502859,0.5546354135101133,0.0,1.26,-,-,-
-,-,-,-,-,720,-,-
69.26,0.9585443286276221,0.5555282809345023,0.0,1.27,-,-,-
69.3,0.9667436608544578,0.5564497381730955,0.0,1.28,-,-,-
69.34,0.9754886110245181,0.5574325130396577,0.0,1.29,-,-,-
-,-,-,-,-,720,-,-
69.4,0.9840779094511571,0.558397795454181,0.0,1.29,-,-,-
69.44,0.9923625990870123,0.5593288453278965,0.0,1.3,-,-,-
-,-,-,-,-,720,-,-
69.5,1.0006472887226887,0.5602598952015975,0.0,1.31,-,-,-
69.55,1.008592222400024,0.5611527626259925,0.0,1.32,-,-,-
69.61,1.0167915546268593,0.5620742198645916,0.0,1.33,-,-,-
-,-,-,-,-,720,-,-
69.65,1.0255365047969187,0.5630569947311602,0.0,1.34,-,-,-
69.69,1.0341258032235572,0.56402227714569,0.0,1.34,-,-,-
-,-,-,-,-,720,-,-
69.74,1.0424104928594118,0.5649533270194115,0.0,1.35,-,-,-
69.78,1.0506951824950876,0.5658843768931184,0.0,1.36,-,-,-
69.83,1.0586401161724224,0.5667772443175187,0.0,1.37,-,-,-
-,-,-,-,-,720,-,-
69.87,1.0666553441852376,0.5676780115589423,0.0,1.38,-,-,-
69.91,1.0754002943551504,0.5686607864255064,0.0,1.39,-,-,-
-,-,-,-,-,720,-,-
69.96,1.0841452445262523,0.5696435612921901,0.0,1.39,-,-,-
69.99,1.09264249084604,0.5705984987081564,0.0,1.4,-,-,-
70.04,1.1009271804817156,0.5715295485818633,0.0,1.41,-,-,-
-,-,-,-,-,720,-,-
70.08,1.1092754697548521,0.572467745909133,0.0,1.42,-,-,-
70.12,1.1180204199254442,0.5734505207757761,0.0,1.43,-,-,-
-,-,-,-,-,720,-,-
70.16,1.1267653700965452,0.5744332956424658,0.0,1.44,-,-,-
70.2,1.1351705643091976,0.5753778880598333,0.0,1.45,-,-,-
70.25,1.1434552539448726,0.5763089379335458,0.0,1.45,-,-,-
-,-,-,-,-,720,-,-
70.3,1.151584291836367,0.5772224953551444,0.0,1.46,-,-,-
70.35,1.159599519849182,0.5781232625965703,0.0,1.47,-,-,-
70.39,1.1683444700190944,0.5791060374631356,0.0,1.48,-,-,-
-,-,-,-,-,720,-,-
70.44,1.1770894201901976,0.58008881232981,0.0,1.49,-,-,-
70.49,1.1858350586622963,0.5810654303517632,0.0,1.5,-,-,-
-,-,-,-,-,720,-,-
70.55,1.1945204208478428,0.5820045875956232,0.0,1.51,-,-,-
70.59,1.2028139478051392,0.5828531981011721,0.0,1.51,-,-,-
70.63,1.211112400292313,0.5836522071730437,0.0,1.52,-,-,-
-,-,-,-,-,720,-,-
70.67,1.219755715667672,0.5844354277109864,0.0,1.53,-,-,-
70.71,1.2285222067572599,0.5852026423505486,0.0,1.54,-,-,-
-,-,-,-,-,720,-,-
70.76,1.2371330343754279,0.5859519522542986,0.0,1.55,-,-,-
70.8,1.2454384896967996,0.5866746888138462,0.0,1.56,-,-,-
-,-,-,-,-,720,-,-
70.84,1.253403337456787,0.5873677858741158,0.0,1.57,-,-,-
70.89,1.2618077870927276,0.5880991368693201,0.0,1.57,-,-,-
70.93,1.2705746565982476,0.5888620254599328,0.0,1.58,-,-,-
-,-,-,-,-,720,-,-
70.97,1.2793415358642368,0.5896248018342231,0.0,1.59,-,-,-
71.02,1.2881092759437385,0.590377590276586,0.0,1.6,-,-,-
-,-,-,-,-,720,-,-
71.06,1.2968800296364995,0.5910943054953895,0.0,1.61,-,-,-
71.12,1.3053139056303624,0.591733887675383,0.0,1.62,-,-,-
71.16,1.3136305040980119,0.592314335008661,0.0,1.63,-,-,-
-,-,-,-,-,720,-,-
71.2,1.321794091818468,0.5928353742590416,0.0,1.63,-,-,-
71.25,1.3300313192138764,0.5933107829733244,0.0,1.64,-,-,-
-,-,-,-,-,720,-,-
71.29,1.3388195280042652,0.593765926334341,0.0,1.65,-,-,-
71.33,1.34761030097856,0.5941685176354904,0.0,1.66,-,-,-
71.39,1.3564033238857973,0.5945185424850072,0.0,1.67,-,-,-
-,-,-,-,-,720,-,-
71.42,1.3647640026633352,0.5948013695243471,0.0,1.68,-,-,-
71.47,1.3728484289481395,0.5950267351711299,0.0,1.68,-,-,-
-,-,-,-,-,720,-,-
71.51,1.380720222094521,0.5951987554312659,0.0,1.69,-,-,-
71.56,1.3889701275005442,0.5953290988274651,0.0,1.7,-,-,-
71.6,1.3977696838999107,0.5954161413268786,0.0,1.71,-,-,-
-,-,-,-,-,720,-,-
71.64,1.4064129722117575,0.5954502557571554,0.0,1.72,-,-,-
71.69,1.4147497840945038,0.5954330274975739,0.0,1.73,-,-,-
-,-,-,-,-,720,-,-
71.73,1.4230863439599093,0.595365954483459,0.0,1.74,-,-,-
71.77,1.4316715874340114,0.5952452111900042,0.0,1.74,-,-,-
71.81,1.4404698137908392,0.5950691935556733,0.0,1.75,-,-,-
-,-,-,-,-,720,-,-
71.85,1.449266830496008,0.5948405752485526,0.0,1.76,-,-,-
71.9,1.4580623230759933,0.5945593644412305,0.0,1.77,-,-,-
71.96,1.4666069062855958,0.5942353580652318,0.0,1.78,-,-,-
-,-,-,-,-,720,-,-
72.0,1.4749356968382976,0.5938693292304223,0.0,1.79,-,-,-
72.04,1.4833260683993268,0.5934502754748119,0.0,1.8,-,-,-
-,-,-,-,-,720,-,-
72.1,1.4920489902837573,0.5929725154621791,0.0,1.8,-,-,-
72.15,1.5003724865613695,0.5925009813162151,0.0,1.81,-,-,-
-,-,-,-,-,720,-,-
72.21,1.5086959341223138,0.5920285864305753,0.0,1.82,-,-,-
72.24,1.5167705190091045,0.5915703156748335,0.0,1.83,-,-,-
72.3,1.5246315528165093,0.5911241649495279,0.0,1.84,-,-,-
-,-,-,-,-,720,-,-
72.33,1.5326842781432226,0.5906671348268768,0.0,1.84,-,-,-
72.37,1.5414701074762762,0.5901679334897052,0.0,1.85,-,-,-
-,-,-,-,-,720,-,-
72.42,1.5502550902149785,0.5896541134507404,0.0,1.86,-,-,-
72.46,1.5590375744019322,0.5890993598171843,0.0,1.87,-,-,-
72.5,1.5678166025795783,0.5884923725864306,0.0,1.88,-,-,-
-,-,-,-,-,720,-,-
