Time (s),X Position,Y Position,Z Position,Travel Distance,Lidar Points,CPU Usage (%),Memory Usage (MB)
206.08,2.6354674328689636,0.9858561421023853,0.0,28.03,-,-,-
206.12,2.639727840973922,0.9935560571681228,0.0,28.04,-,-,-
-,-,-,-,-,720,-,-
206.15,2.6439421358163573,1.0012813072107658,0.0,28.05,-,-,-
206.19,2.6480362423363806,1.0088935268898385,0.0,28.06,-,-,-
-,-,-,-,-,720,-,-
206.23,2.6519409330893997,1.016259402214717,0.0,28.06,-,-,-
206.29,2.6558015141320648,1.023648491684427,0.0,28.07,-,-,-
206.32,2.659418996398985,1.0306741752929256,0.0,28.08,-,-,-
-,-,-,-,-,720,-,-
206.37,2.6633194056262823,1.0383628941226224,0.0,28.09,-,-,-
206.41,2.66725391528402,1.0462343236620717,0.0,28.1,-,-,-
-,-,-,-,-,720,-,-
206.45,2.671141292034397,1.0541291365947594,0.0,28.11,-,-,-
206.5,2.6749813969125853,1.0620470506991713,0.0,28.12,-,-,-
206.54,2.678774092643676,1.0699877829281097,0.0,28.12,-,-,-
-,-,-,-,-,720,-,-
206.57,2.6824528533059095,1.0778091841216146,0.0,28.13,-,-,-
206.61,2.6859557218915686,1.0853744098849323,0.0,28.14,-,-,-
-,-,-,-,-,720,-,-
206.65,2.6893102204420285,1.0927334911797375,0.0,28.15,-,-,-
206.7,2.692686677077199,1.1002619351880514,0.0,28.16,-,-,-
206.74,2.696240327433915,1.1083124841370091,0.0,28.17,-,-,-
-,-,-,-,-,720,-,-
206.78,2.6997457807516447,1.1163841361537172,0.0,28.18,-,-,-
206.83,2.7032029117183525,1.1244766026948507,0.0,28.18,-,-,-
-,-,-,-,-,720,-,-
206.87,2.706611596749567,1.1325895944733688,0.0,28.19,-,-,-
206.91,2.7098414041615246,1.1404067342140753,0.0,28.2,-,-,-
206.96,2.7129785477452613,1.148130791393653,0.0,28.21,-,-,-
-,-,-,-,-,720,-,-
207.0,2.7160116590872674,1.155727888336323,0.0,28.22,-,-,-
207.04,2.719024293958,1.163409161650734,0.0,28.23,-,-,-
-,-,-,-,-,720,-,-
207.09,2.722188956309453,1.1716204149922729,0.0,28.24,-,-,-
207.12,2.7253044677372325,1.1798504428041776,0.0,28.24,-,-,-
207.17,2.728370716868874,1.1880989508816284,0.0,28.25,-,-,-
-,-,-,-,-,720,-,-
207.21,2.7313875940930026,1.1963656443593815,0.0,28.26,-,-,-
207.25,2.7343024553659103,1.2045026696388894,0.0,28.27,-,-,-
-,-,-,-,-,720,-,-
207.29,2.7371798185723026,1.2126905284374838,0.0,28.28,-,-,-
207.33,2.7400479400742523,1.2210100024768316,0.0,28.29,-,-,-
207.38,2.742866268910778,1.2293464760603843,0.0,28.3,-,-,-
-,-,-,-,-,720,-,-
207.42,2.7455862203583976,1.2375507116290108,0.0,28.31,-,-,-
207.46,2.7481752880442105,1.245475332694371,0.0,28.31,-,-,-
-,-,-,-,-,720,-,-
207.51,2.7508543898565647,1.253730201371035,0.0,28.32,-,-,-
207.54,2.753539793928668,1.2621104415053248,0.0,28.33,-,-,-
207.58,2.7561765489726158,1.2705061125374464,0.0,28.34,-,-,-
-,-,-,-,-,720,-,-
207.63,2.7587173074177405,1.278767598067525,0.0,28.35,-,-,-
207.67,2.7611653928566864,1.2869006034829664,0.0,28.36,-,-,-
-,-,-,-,-,720,-,-
207.72,2.7636657262895543,1.2953379183232319,0.0,28.37,-,-,-
207.76,2.766058230564857,1.303450591597336,0.0,28.37,-,-,-
207.8,2.768416182815805,1.311447028141731,0.0,28.38,-,-,-
-,-,-,-,-,720,-,-
207.84,2.7707741350667554,1.3194434646861215,0.0,28.39,-,-,-
207.89,2.7731758497736227,1.3275902960209027,0.0,28.4,-,-,-
-,-,-,-,-,720,-,-
207.93,2.7756502090899073,1.3360352636772785,0.0,28.41,-,-,-
207.97,2.7780959092714426,1.3444885770610095,0.0,28.42,-,-,-
208.01,2.7804116917389643,1.3525271280126538,0.0,28.43,-,-,-
-,-,-,-,-,720,-,-
208.05,2.7827628020655157,1.3606887072341949,0.0,28.43,-,-,-
208.09,2.7851554053168366,1.368994323844716,0.0,28.44,-,-,-
-,-,-,-,-,720,-,-
208.13,2.7874631578682454,1.3770053920873846,0.0,28.45,-,-,-
208.18,2.7897709104196506,1.3850164603300341,0.0,28.46,-,-,-
208.22,2.79217005838117,1.3933569969308586,0.0,28.47,-,-,-
-,-,-,-,-,720,-,-
208.26,2.794578403649956,1.4018210233001134,0.0,28.48,-,-,-
208.3,2.7968737012435256,1.4100579214609588,0.0,28.49,-,-,-
-,-,-,-,-,720,-,-
208.34,2.799063214111744,1.4181020971538463,0.0,28.49,-,-,-
208.39,2.8012954285621827,1.4264888458525986,0.0,28.5,-,-,-
208.43,2.8035326772221207,1.434999703785832,0.0,28.51,-,-,-
-,-,-,-,-,720,-,-
208.47,2.8056554624918104,1.443091361996839,0.0,28.52,-,-,-
208.51,2.807770982339708,1.4511553257863907,0.0,28.53,-,-,-
-,-,-,-,-,720,-,-
208.56,2.8099732598702274,1.4595499935453793,0.0,28.54,-,-,-
208.59,2.812206308598488,1.468061955322952,0.0,28.55,-,-,-
208.64,2.8144393573268625,1.4765739171009629,0.0,28.55,-,-,-
-,-,-,-,-,720,-,-
208.68,2.8166724060552406,1.4850858788789838,0.0,28.56,-,-,-
208.72,2.818905454783602,1.493597840656939,0.0,28.57,-,-,-
-,-,-,-,-,720,-,-
208.77,2.821138503511963,1.5021098024348942,0.0,28.58,-,-,-
208.8,2.8232847945577837,1.5102910602437163,0.0,28.59,-,-,-
208.85,2.825400314405689,1.5183550240332786,0.0,28.6,-,-,-
-,-,-,-,-,720,-,-
208.88,2.8275555803840398,1.5265704925968926,0.0,28.61,-,-,-
208.93,2.8297886291123113,1.535082454374429,0.0,28.61,-,-,-
-,-,-,-,-,720,-,-
208.97,2.8320216778407015,1.5435944161524355,0.0,28.62,-,-,-
209.01,2.8342547265690956,1.552106377930463,0.0,28.63,-,-,-
209.05,2.8364877752974693,1.560618339708415,0.0,28.64,-,-,-
-,-,-,-,-,720,-,-
209.09,2.838720824025843,1.569130301486376,0.0,28.65,-,-,-
209.13,2.8409141266238573,1.5774907584905604,0.0,28.66,-,-,-
-,-,-,-,-,720,-,-
209.18,2.843029646471767,1.5855547222801236,0.0,28.67,-,-,-
209.22,2.8452319240022907,1.5939493900391128,0.0,28.68,-,-,-
209.26,2.8473547092719245,1.6020410482498977,0.0,28.68,-,-,-
-,-,-,-,-,720,-,-
209.3,2.8494702291198384,1.6101050120395222,0.0,28.69,-,-,-
209.34,2.8516490008742577,1.6184100802008277,0.0,28.7,-,-,-
-,-,-,-,-,720,-,-
209.39,2.853882049602498,1.6269220419783759,0.0,28.71,-,-,-
209.43,2.856115098330857,1.6354340037563904,0.0,28.72,-,-,-
209.47,2.858348147059218,1.643945965534416,0.0,28.73,-,-,-
-,-,-,-,-,720,-,-
209.51,2.8605811957875606,1.6524579273123756,0.0,28.74,-,-,-
209.56,2.8628142445159033,1.6609698890903353,0.0,28.74,-,-,-
-,-,-,-,-,720,-,-
209.6,2.864984041337801,1.6692407464968466,0.0,28.75,-,-,-
209.65,2.867186318868305,1.6776354142558412,0.0,28.76,-,-,-
209.69,2.8694193675965365,1.6861473760333858,0.0,28.77,-,-,-
-,-,-,-,-,720,-,-
209.72,2.871652416324891,1.6946593378114012,0.0,28.78,-,-,-
209.76,2.873885465053247,1.7031712995894168,0.0,28.79,-,-,-
-,-,-,-,-,720,-,-
209.81,2.876055261875142,1.7114421569959273,0.0,28.8,-,-,-
209.86,2.8782340336295484,1.719747225157236,0.0,28.81,-,-,-
209.9,2.8804670823577823,1.7282591869347825,0.0,28.81,-,-,-
-,-,-,-,-,720,-,-
209.94,2.882683890731789,1.7367092435363758,0.0,28.82,-,-,-
209.98,2.884862662486239,1.7450143116978498,0.0,28.83,-,-,-
-,-,-,-,-,720,-,-
210.02,2.8870957112144797,1.7535262734754236,0.0,28.84,-,-,-
210.06,2.8893287599428366,1.762038235253439,0.0,28.85,-,-,-
210.1,2.8915618086711987,1.7705501970314748,0.0,28.86,-,-,-
-,-,-,-,-,720,-,-
210.15,2.8937948573995413,1.779062158809435,0.0,28.87,-,-,-
210.19,2.896027906127884,1.7875741205873954,0.0,28.88,-,-,-
-,-,-,-,-,720,-,-
210.23,2.8982609548562266,1.7960860823653557,0.0,28.88,-,-,-
210.27,2.9004940035845697,1.8045980441433176,0.0,28.89,-,-,-
210.32,2.902727052312912,1.813110005921278,0.0,28.9,-,-,-
-,-,-,-,-,720,-,-
210.36,2.9049601010412514,1.8216219676992391,0.0,28.91,-,-,-
210.39,2.90712989786314,1.829892825105753,0.0,28.92,-,-,-
-,-,-,-,-,720,-,-
210.44,2.9093086696175345,1.838197893267061,0.0,28.93,-,-,-
210.48,2.911541718345754,1.8467098550446108,0.0,28.94,-,-,-
210.52,2.9137747670740954,1.8552218168226304,0.0,28.95,-,-,-
-,-,-,-,-,720,-,-
210.57,2.916007815802441,1.8637337786006634,0.0,28.95,-,-,-
210.61,2.9182408645307727,1.8722457403786301,0.0,28.96,-,-,-
-,-,-,-,-,720,-,-
210.65,2.9204739132591064,1.8807577021565927,0.0,28.97,-,-,-
210.7,2.922620204304903,1.8889389599654245,0.0,28.98,-,-,-
210.75,2.924735724152783,1.8970029237549952,0.0,28.99,-,-,-
-,-,-,-,-,720,-,-
210.79,2.926890990131094,1.9052183923186103,0.0,29.0,-,-,-
210.83,2.929125564108908,1.913729953575905,0.0,29.01,-,-,-
-,-,-,-,-,720,-,-
210.86,2.9313793059027935,1.9222364541256345,0.0,29.01,-,-,-
210.91,2.9336766207869367,1.9307312828651224,0.0,29.02,-,-,-
210.95,2.936018677969889,1.9392138921727804,0.0,29.03,-,-,-
-,-,-,-,-,720,-,-
211.0,2.938381659269206,1.9476907024900902,0.0,29.04,-,-,-
211.04,2.9407046571308473,1.956016055247787,0.0,29.05,-,-,-
-,-,-,-,-,720,-,-
211.08,2.942945272761085,1.9640461597193253,0.0,29.06,-,-,-
211.12,2.945252880535378,1.9723163562031911,0.0,29.07,-,-,-
211.16,2.947526086938461,1.980463262194456,0.0,29.08,-,-,-
-,-,-,-,-,720,-,-
211.21,2.9497667025687195,1.9884933666660582,0.0,29.08,-,-,-
211.25,2.952049955308884,1.9966741888286126,0.0,29.09,-,-,-
-,-,-,-,-,720,-,-
211.29,2.954362115986098,2.0049063787067154,0.0,29.1,-,-,-
211.33,2.956653980292989,2.0129219945228756,0.0,29.11,-,-,-
211.38,2.9588972966767937,2.020595749981414,0.0,29.12,-,-,-
-,-,-,-,-,720,-,-
211.43,2.961366451917649,2.0288560684847794,0.0,29.13,-,-,-
211.47,2.9639367517310173,2.037272322289812,0.0,29.13,-,-,-
-,-,-,-,-,720,-,-
211.51,2.966557325641945,2.045673058068225,0.0,29.14,-,-,-
211.56,2.9691240729500494,2.05373228494809,0.0,29.15,-,-,-
211.6,2.971701710156676,2.0616606211928135,0.0,29.16,-,-,-
-,-,-,-,-,720,-,-
211.64,2.974347000829153,2.0696341005787104,0.0,29.17,-,-,-
211.68,2.97716771641389,2.077969766888108,0.0,29.18,-,-,-
-,-,-,-,-,720,-,-
211.72,2.9800382197949458,2.0862884193980222,0.0,29.19,-,-,-
211.77,2.9829584083582352,2.0945897607351913,0.0,29.19,-,-,-
211.81,2.9858125563954543,2.102551743442176,0.0,29.2,-,-,-
-,-,-,-,-,720,-,-
211.85,2.9886728928024824,2.110382529150967,0.0,29.21,-,-,-
211.89,2.99149276670812,2.117962571973069,0.0,29.22,-,-,-
-,-,-,-,-,720,-,-
211.94,2.9942824377963095,2.1253254826426846,0.0,29.23,-,-,-
211.98,2.9973190763181035,2.1331962046174477,0.0,29.24,-,-,-
212.02,3.0004099350069935,2.141069318499673,0.0,29.24,-,-,-
-,-,-,-,-,720,-,-
212.07,3.0035030577852644,2.148811109032764,0.0,29.25,-,-,-
212.11,3.0066424127598204,2.156534267682036,0.0,29.26,-,-,-
-,-,-,-,-,720,-,-
212.15,3.0097323381242944,2.1640082959981872,0.0,29.27,-,-,-
212.19,3.0127842924438903,2.17126641511681,0.0,29.28,-,-,-
212.23,3.015879587866944,2.1785061571393576,0.0,29.28,-,-,-
-,-,-,-,-,720,-,-
212.28,3.018844844580282,2.185328778138541,0.0,29.29,-,-,-
212.31,3.0218393331783258,2.1921073306881986,0.0,29.3,-,-,-
-,-,-,-,-,720,-,-
212.37,3.0247340410594665,2.198556056785416,0.0,29.31,-,-,-
212.4,3.0276971898293574,2.2050514533947125,0.0,29.31,-,-,-
212.44,3.031007500176246,2.212195441335364,0.0,29.32,-,-,-
-,-,-,-,-,720,-,-
212.49,3.0342934942939057,2.219177917110266,0.0,29.33,-,-,-
212.52,3.0374892577738835,2.225863934790042,0.0,29.34,-,-,-
212.57,3.0407249392428324,2.2325307257770013,0.0,29.34,-,-,-
-,-,-,-,-,720,-,-
212.61,3.0438899495774985,2.238954606732596,0.0,29.35,-,-,-
212.66,3.0469979205333253,2.245168003604332,0.0,29.36,-,-,-
-,-,-,-,-,720,-,-
212.71,3.0501429852892525,2.2513627071346423,0.0,29.37,-,-,-
212.74,3.0533544808311572,2.2575953178048174,0.0,29.37,-,-,-
-,-,-,-,-,720,-,-
212.79,3.0571608619635087,2.264874007878097,0.0,29.38,-,-,-
212.83,3.0609841139466054,2.272082901443501,0.0,29.39,-,-,-
212.88,3.064732534045618,2.2790472590619855,0.0,29.4,-,-,-
-,-,-,-,-,720,-,-
212.92,3.068184419120309,2.285371586428245,0.0,29.4,-,-,-
212.96,3.071549639544517,2.291449503476434,0.0,29.41,-,-,-
-,-,-,-,-,720,-,-
213.02,3.074783521064549,2.297209204985807,0.0,29.42,-,-,-
213.05,3.0779920011073183,2.3028439646676038,0.0,29.42,-,-,-
213.09,3.0812341135330303,2.308459440415526,0.0,29.43,-,-,-
-,-,-,-,-,720,-,-
213.15,3.084430359669419,2.3139204062504057,0.0,29.44,-,-,-
213.2,3.0875030288043552,2.3190984050090755,0.0,29.44,-,-,-
-,-,-,-,-,720,-,-
213.26,3.0904301517236883,2.323965096749144,0.0,29.45,-,-,-
213.29,3.093523833316123,2.3290380782520073,0.0,29.45,-,-,-
213.33,3.097387794485457,2.335290325737774,0.0,29.46,-,-,-
-,-,-,-,-,720,-,-
213.37,3.1009415093518133,2.3409659781532577,0.0,29.47,-,-,-
213.41,3.104415736511613,2.3464408851386374,0.0,29.47,-,-,-
-,-,-,-,-,720,-,-
213.46,3.107737511138956,2.3516074839085315,0.0,29.48,-,-,-
213.49,3.1110241391699587,2.3566523865779,0.0,29.49,-,-,-
213.54,3.114340871484079,2.361677548616486,0.0,29.49,-,-,-
-,-,-,-,-,720,-,-
213.58,3.117651888822245,2.3666296729696614,0.0,29.5,-,-,-
213.62,3.1207687356946323,2.371231343039012,0.0,29.5,-,-,-
-,-,-,-,-,720,-,-
213.66,3.1239130398360926,2.375814295506287,0.0,29.51,-,-,-
213.71,3.127300466024546,2.380687829895854,0.0,29.52,-,-,-
213.75,3.1314038426813497,2.3865116131607236,0.0,29.52,-,-,-
-,-,-,-,-,720,-,-
213.79,3.136397162634618,2.3934673984659183,0.0,29.53,-,-,-
213.83,3.1416141578805092,2.400554129409619,0.0,29.54,-,-,-
-,-,-,-,-,720,-,-
213.87,3.146938627817706,2.4075604258078447,0.0,29.55,-,-,-
213.92,3.1522306169055168,2.414276673928621,0.0,29.56,-,-,-
213.96,3.157098566822063,2.420238475056475,0.0,29.57,-,-,-
-,-,-,-,-,720,-,-
214.0,3.1615330279761915,2.425503036313171,0.0,29.57,-,-,-
214.04,3.1660163305876803,2.4306972065372228,0.0,29.58,-,-,-
214.1,3.1711554287141714,2.436548623537929,0.0,29.59,-,-,-
-,-,-,-,-,720,-,-
214.16,3.17669562949857,2.4427783028593613,0.0,29.6,-,-,-
214.2,3.1822729779611083,2.448974746460896,0.0,29.6,-,-,-
-,-,-,-,-,720,-,-
214.26,3.1877815737112196,2.455022144184858,0.0,29.61,-,-,-
214.31,3.1933748334207146,2.4610878984182873,0.0,29.62,-,-,-
214.35,3.1993784005967023,2.4675219446101404,0.0,29.63,-,-,-
-,-,-,-,-,720,-,-
214.4,3.2054203290604293,2.4739199810028114,0.0,29.64,-,-,-
214.44,3.211456073518928,2.480235617078878,0.0,29.65,-,-,-
-,-,-,-,-,720,-,-
214.48,3.2172520751482283,2.4862280368150653,0.0,29.65,-,-,-
214.52,3.2229092011193816,2.492007800112622,0.0,29.66,-,-,-
-,-,-,-,-,720,-,-
214.56,3.2284504854779557,2.497601447041655,0.0,29.67,-,-,-
214.61,3.234423803058979,2.503558704379733,0.0,29.68,-,-,-
214.64,3.240691316107559,2.5097359245819946,0.0,29.69,-,-,-
-,-,-,-,-,720,-,-
214.69,3.2469496937607936,2.5158310192788944,0.0,29.7,-,-,-
214.73,3.252956890359233,2.5216117042045556,0.0,29.71,-,-,-
-,-,-,-,-,720,-,-
214.77,3.258998541790795,2.5273563693087047,0.0,29.71,-,-,-
214.81,3.264825083990462,2.5328308918661273,0.0,29.72,-,-,-
214.86,3.27100822132276,2.538570077404694,0.0,29.73,-,-,-
-,-,-,-,-,720,-,-
214.89,3.27749325402565,2.5445185326734,0.0,29.74,-,-,-
214.93,3.2838288179357007,2.5502609635436317,0.0,29.75,-,-,-
-,-,-,-,-,720,-,-
214.98,3.29003947954336,2.5558224751703813,0.0,29.76,-,-,-
215.02,3.296283281929739,2.561346754393865,0.0,29.76,-,-,-
215.06,3.3027468535947913,2.5669985925069527,0.0,29.77,-,-,-
-,-,-,-,-,720,-,-
215.09,3.3093927898519855,2.5727667378386085,0.0,29.78,-,-,-
215.14,3.31592526526799,2.578426647955641,0.0,29.79,-,-,-
-,-,-,-,-,720,-,-
215.18,3.322226098903318,2.5838858083059026,0.0,29.8,-,-,-
215.22,3.3287853303622175,2.5895688493733244,0.0,29.81,-,-,-
215.26,3.3354362103102217,2.59533129640937,0.0,29.82,-,-,-
-,-,-,-,-,720,-,-
215.3,3.3420870902585516,2.6010937434456998,0.0,29.82,-,-,-
215.34,3.3487379702069293,2.6068561904820613,0.0,29.83,-,-,-
-,-,-,-,-,720,-,-
215.38,3.3553888501552542,2.6126186375183695,0.0,29.84,-,-,-
215.43,3.361781332280102,2.618157203837598,0.0,29.85,-,-,-
215.48,3.36808216591529,2.6236163641877313,0.0,29.86,-,-,-
-,-,-,-,-,720,-,-
215.52,3.3741246017270066,2.6288516438207745,0.0,29.87,-,-,-
215.57,3.3803605176819667,2.6342545582760715,0.0,29.88,-,-,-
-,-,-,-,-,720,-,-
215.62,3.387012429980321,2.64001581323177,0.0,29.88,-,-,-
215.67,3.39341825825733,2.645538930042398,0.0,29.89,-,-,-
215.72,3.399760162839145,2.6509503048237386,0.0,29.9,-,-,-
-,-,-,-,-,720,-,-
215.76,3.4061342845972566,2.6563236930464407,0.0,29.91,-,-,-
215.81,3.4124195482538804,2.6615592565768127,0.0,29.92,-,-,-
215.86,3.4190679129439103,2.6670482462175347,0.0,29.93,-,-,-
-,-,-,-,-,720,-,-
215.9,3.425861215355513,2.6726420858684565,0.0,29.93,-,-,-
215.95,3.432654687356098,2.6782357195810715,0.0,29.94,-,-,-
-,-,-,-,-,720,-,-
215.99,3.439398752287918,2.6837886723214917,0.0,29.95,-,-,-
216.04,3.4456422455987474,2.6889294625778977,0.0,29.96,-,-,-
216.08,3.4517206152833655,2.6939342927416847,0.0,29.97,-,-,-
-,-,-,-,-,720,-,-
216.14,3.4580902266381357,2.699178926532315,0.0,29.98,-,-,-
216.18,3.464883698637954,2.7047725602442516,0.0,29.99,-,-,-
-,-,-,-,-,720,-,-
216.23,3.4716277635695802,2.7103255129844817,0.0,29.99,-,-,-
216.28,3.4780636844124064,2.7156247449228315,0.0,30.0,-,-,-
-,-,-,-,-,720,-,-
216.32,3.4844996052550177,2.7209239768609903,0.0,30.01,-,-,-
216.35,3.49112795362976,2.7263816504812226,0.0,30.02,-,-,-
216.4,3.4979214256300484,2.7319752841935157,0.0,30.03,-,-,-
-,-,-,-,-,720,-,-
216.43,3.504593980330152,2.7374693565788957,0.0,30.04,-,-,-
216.48,3.5110299011729373,2.7427685885171753,0.0,30.04,-,-,-
-,-,-,-,-,720,-,-
216.52,3.5174658220155752,2.748067820455324,0.0,30.05,-,-,-
216.56,3.5236378050947206,2.7531497303566996,0.0,30.06,-,-,-
216.6,3.529716174779372,2.75815456052044,0.0,30.07,-,-,-
-,-,-,-,-,720,-,-
216.64,3.5359427656710958,2.763281433601362,0.0,30.08,-,-,-
216.68,3.5427362376708333,2.7688750673131595,0.0,30.09,-,-,-
-,-,-,-,-,720,-,-
216.72,3.549529709671471,2.7744687010257088,0.0,30.09,-,-,-
216.77,3.556059243908554,2.779845012701435,0.0,30.1,-,-,-
216.8,3.56223122698771,2.7849269226027977,0.0,30.11,-,-,-
-,-,-,-,-,720,-,-
216.84,3.5683095966723672,2.7899317527665226,0.0,30.12,-,-,-
216.88,3.5745365312553394,2.7950582083320343,0.0,30.13,-,-,-
-,-,-,-,-,720,-,-
216.92,3.5813396559555075,2.800640092157903,0.0,30.14,-,-,-
216.97,3.5881687127113024,2.806190206022846,0.0,30.14,-,-,-
217.01,3.5947639050482274,2.8114857482692814,0.0,30.15,-,-,-
-,-,-,-,-,720,-,-
217.06,3.6012957908584116,2.8166662112737235,0.0,30.16,-,-,-
217.09,3.6080539885440808,2.8219622283401407,0.0,30.17,-,-,-
-,-,-,-,-,720,-,-
217.14,3.61500468427686,2.827359235396483,0.0,30.18,-,-,-
217.18,3.621985463107442,2.8327172663930305,0.0,30.19,-,-,-
217.21,3.628998152359109,2.8380334641604232,0.0,30.2,-,-,-
-,-,-,-,-,720,-,-
217.26,3.635916620142433,2.8432144313167522,0.0,30.21,-,-,-
217.3,3.642485542881992,2.8480893727888015,0.0,30.21,-,-,-
-,-,-,-,-,720,-,-
217.34,3.6492667561241556,2.8531078182373313,0.0,30.22,-,-,-
217.38,3.6563405404131037,2.858342469683443,0.0,30.23,-,-,-
217.42,3.663362878998471,2.863539050937472,0.0,30.24,-,-,-
-,-,-,-,-,720,-,-
217.46,3.6700643588515236,2.868498194413023,0.0,30.25,-,-,-
217.5,3.6767658387043203,2.8734573378884,0.0,30.26,-,-,-
217.54,3.6831924901918063,2.8782131063892114,0.0,30.26,-,-,-
-,-,-,-,-,720,-,-
217.6,3.689676002719794,2.883010952470537,0.0,30.27,-,-,-
217.65,3.6967497870080015,2.8882456039161664,0.0,30.28,-,-,-
-,-,-,-,-,720,-,-
217.7,3.7038235712971384,2.893480255362486,0.0,30.29,-,-,-
217.75,3.7105480663336223,2.8984564302400044,0.0,30.3,-,-,-
217.79,3.7172495461863972,2.9034155737154292,0.0,30.31,-,-,-
-,-,-,-,-,720,-,-
217.85,3.7239510260391584,2.9083747171908545,0.0,30.31,-,-,-
217.89,3.730927334257469,2.9135372356410443,0.0,30.32,-,-,-
-,-,-,-,-,720,-,-
217.94,3.7380011185462587,2.9187718870871593,0.0,30.33,-,-,-
217.98,3.7450234571315724,2.9239684683412652,0.0,30.34,-,-,-
218.03,3.751724936984564,2.928927611816883,0.0,30.35,-,-,-
-,-,-,-,-,720,-,-
218.09,3.758426416837316,2.9338867552923387,0.0,30.36,-,-,-
218.12,3.7648530683247596,2.9386425237932254,0.0,30.37,-,-,-
-,-,-,-,-,720,-,-
218.16,3.7711822437411735,2.9433261592977846,0.0,30.37,-,-,-
218.2,3.777814678043531,2.9482342085674684,0.0,30.38,-,-,-
218.24,3.7846136339663894,2.9532654850386026,0.0,30.39,-,-,-
-,-,-,-,-,720,-,-
218.29,3.7913151138192243,2.9582246285141522,0.0,30.4,-,-,-
218.33,3.79789068708118,2.9630906002034263,0.0,30.41,-,-,-
-,-,-,-,-,720,-,-
218.37,3.8042713082013773,2.967812305900263,0.0,30.41,-,-,-
218.41,3.8112990621226963,2.973012894542209,0.0,30.42,-,-,-
-,-,-,-,-,720,-,-
218.45,3.8183748554630115,2.978244828875335,0.0,30.43,-,-,-
218.49,3.8254656819624473,2.983456359252113,0.0,30.44,-,-,-
218.53,3.8323082374823447,2.9884281560705266,0.0,30.45,-,-,-
-,-,-,-,-,720,-,-
218.58,3.8390820181072107,2.9932880557840833,0.0,30.46,-,-,-
218.62,3.8457567537242596,2.9980170673946422,0.0,30.47,-,-,-
-,-,-,-,-,720,-,-
218.66,3.8522086401145033,3.002530146201504,0.0,30.47,-,-,-
218.7,3.8591505959099695,3.0073237552442427,0.0,30.48,-,-,-
218.74,3.8664213267472824,3.012281198368192,0.0,30.49,-,-,-
-,-,-,-,-,720,-,-
218.78,3.873591464072964,3.017107866718822,0.0,30.5,-,-,-
218.83,3.8805351916201247,3.0217216912639193,0.0,30.51,-,-,-
-,-,-,-,-,720,-,-
218.86,3.8875063807057115,3.0262939174079118,0.0,30.52,-,-,-
218.9,3.8947142078631796,3.030959559070175,0.0,30.53,-,-,-
218.95,3.902129869417426,3.0356974629259605,0.0,30.53,-,-,-
-,-,-,-,-,720,-,-
218.99,3.9095737259346146,3.040390944511431,0.0,30.54,-,-,-
219.03,3.9170455113136766,3.045039836045208,0.0,30.55,-,-,-
-,-,-,-,-,720,-,-
219.07,3.924544958455201,3.0496439713399512,0.0,30.56,-,-,-
219.11,3.9318584266188,3.054074328636776,0.0,30.57,-,-,-
219.16,3.938721199408121,3.058175711437459,0.0,30.58,-,-,-
-,-,-,-,-,720,-,-
219.2,3.9456696322620064,3.0622713611697234,0.0,30.58,-,-,-
219.24,3.953277035826915,3.0666948417218682,0.0,30.59,-,-,-
-,-,-,-,-,720,-,-
219.3,3.960910751020328,3.0710727592161606,0.0,30.6,-,-,-
219.35,3.9685705049521682,3.075404957150785,0.0,30.61,-,-,-
219.4,3.976256023803805,3.0796912806596026,0.0,30.62,-,-,-
-,-,-,-,-,720,-,-
219.44,3.9839670328355625,3.0839315765163766,0.0,30.63,-,-,-
219.49,3.991703256396578,3.088125693140269,0.0,30.64,-,-,-
219.54,3.999464417934613,3.092273480601235,0.0,30.65,-,-,-
-,-,-,-,-,720,-,-
219.58,4.007250240005953,3.096374790625392,0.0,30.66,-,-,-
219.63,4.015003572356781,3.1004001238626744,0.0,30.66,-,-,-
-,-,-,-,-,720,-,-
219.67,4.022425547684718,3.104197097843748,0.0,30.67,-,-,-
219.71,4.02964735816968,3.107837728468861,0.0,30.68,-,-,-
-,-,-,-,-,720,-,-
219.75,4.036699380740941,3.111339684488529,0.0,30.69,-,-,-
219.79,4.0434649827948235,3.1146494142157284,0.0,30.7,-,-,-
219.84,4.050198841649934,3.117893411862898,0.0,30.7,-,-,-
-,-,-,-,-,720,-,-
219.88,4.057916832066876,3.121554500196398,0.0,30.71,-,-,-
219.92,4.065889846741261,3.125278853327264,0.0,30.72,-,-,-
-,-,-,-,-,720,-,-
219.96,4.073884986485831,3.1289554699385214,0.0,30.73,-,-,-
220.0,4.081590386860982,3.1324434686058384,0.0,30.74,-,-,-
220.05,4.089519620454832,3.1359715556590295,0.0,30.75,-,-,-
-,-,-,-,-,720,-,-
220.09,4.097447008905024,3.139415921138721,0.0,30.76,-,-,-
220.12,4.105132940593086,3.142645210341345,0.0,30.76,-,-,-
-,-,-,-,-,720,-,-
220.17,4.112867207344789,3.1457568676267953,0.0,30.77,-,-,-
220.21,4.120421872919143,3.148643769928744,0.0,30.78,-,-,-
220.26,4.127826294711389,3.151321040702198,0.0,30.79,-,-,-
-,-,-,-,-,720,-,-
220.3,4.13533822540641,3.153885419471209,0.0,30.8,-,-,-
220.33,4.143508999491512,3.156523263230459,0.0,30.8,-,-,-
-,-,-,-,-,720,-,-
220.37,4.1514772422786015,3.158974626796509,0.0,30.81,-,-,-
