Time (s),X Position,Y Position,Z Position,Speed (m/s),Acceleration (m/s²),Obstacle Distance (m),Rotation Angle (deg),LiDAR Points
1742215404.42,-4.573416057074332,-6.043080355833071,0.0,0.21,0.38,0.97,-76.3,720
1742215404.46,-4.571332452897591,-6.051630127383666,0.0,0.22,0.32,0.97,-76.3,720
1742215404.5,-4.569351732907853,-6.05975772839686,0.0,0.19,-0.68,0.97,-76.3,720
1742215404.55,-4.567340705948435,-6.068009689722846,0.0,0.2,0.06,0.96,-76.3,720
1742215404.59,-4.5652571017718,-6.076559461273021,0.0,0.23,0.81,0.96,-76.3,720
1742215404.63,-4.5631734975950495,-6.085109232823667,0.0,0.21,-0.39,0.95,-76.3,720
1742215404.67,-4.561089893418296,-6.0936590043743335,0.0,0.19,-0.46,0.95,-76.3,720
1742215404.71,-4.5590062892415615,-6.102208775924927,0.0,0.24,1.23,0.95,-76.3,720
1742215404.75,-4.556922685064829,-6.110758547475521,0.0,0.21,-0.7,0.93,-76.3,720
1742215404.8,-4.554839080888097,-6.119308319026116,0.0,0.2,-0.14,0.93,-76.3,720
1742215404.84,-4.5528144955472705,-6.1276159152298835,0.0,0.2,0.0,0.92,-76.3,720
1742215404.88,-4.5508405547482855,-6.135715698804052,0.0,0.23,0.8,0.92,-76.3,720
1742215404.93,-4.548778883247153,-6.144175472759182,0.0,0.18,-1.01,0.92,-76.3,720
1742215404.96,-4.546767856287725,-6.152427434085276,0.0,0.23,1.19,0.91,-76.3,720
1742215405.0,-4.544684252111041,-6.160977205635724,0.0,0.23,0.04,0.91,-76.3,720
1742215405.04,-4.542600647934307,-6.1695269771863765,0.0,0.22,-0.14,0.91,-76.3,720
1742215405.08,-4.540517043757576,-6.1780767487370225,0.0,0.22,0.1,0.9,-76.3,720
1742215405.13,-4.5384334395808565,-6.186626520287618,0.0,0.18,-0.96,0.9,-76.3,720
1742215405.17,-4.536386921564492,-6.195024114086671,0.0,0.22,1.13,0.9,-76.3,720
1742215405.21,-4.534412980765514,-6.203123897660838,0.0,0.22,-0.09,0.9,-76.3,720
1742215405.26,-4.532354807434086,-6.211555053232741,0.0,0.17,-0.94,0.88,-76.23,720
1742215405.3,-4.530243309733274,-6.2200979711630895,0.0,0.24,1.89,0.88,-75.97,720
1742215405.34,-4.528088258405105,-6.228630005511154,0.0,0.19,-1.08,0.88,-75.7,720
1742215405.38,-4.525945668526425,-6.23700360158175,0.0,0.24,1.44,0.88,-75.62,720
1742215405.42,-4.523875014802805,-6.245079202449991,0.0,0.18,-1.24,0.88,-75.62,720
1742215405.46,-4.521804361079181,-6.253154803318228,0.0,0.21,0.55,0.87,-75.62,720
1742215405.51,-4.519733707355555,-6.261230404186466,0.0,0.2,-0.15,0.87,-75.62,720
1742215405.55,-4.517663053631925,-6.269306005054704,0.0,0.18,-0.52,0.87,-75.62,720
1742215405.59,-4.515552952957166,-6.277533189838888,0.0,0.23,1.45,0.86,-75.6,720
1742215405.63,-4.513352537245067,-6.286053641906651,0.0,0.2,-0.58,0.86,-75.41,720
1742215405.68,-4.511112440678013,-6.294563738701523,0.0,0.21,0.01,0.86,-75.08,720
1742215405.72,-4.508911004508128,-6.302730317448601,0.0,0.19,-0.28,0.86,-74.74,720
1742215405.77,-4.506695883522749,-6.310767484012308,0.0,0.17,-0.45,0.86,-74.47,720
1742215405.81,-4.504339092039095,-6.319216295904627,0.0,0.24,1.93,0.83,-74.39,720
1742215405.84,-4.502012604453289,-6.327540674146555,0.0,0.22,-0.52,0.83,-74.39,720
1742215405.89,-4.499768622857538,-6.3355698386625905,0.0,0.19,-0.75,0.84,-74.39,720
1742215405.93,-4.497456031582169,-6.343838642762486,0.0,0.23,1.1,0.84,-74.34,720
1742215405.98,-4.495066781095549,-6.352308081101596,0.0,0.18,-1.06,0.84,-74.12,720
1742215406.02,-4.492634149397227,-6.360765153527113,0.0,0.19,0.38,0.83,-73.78,720
1742215406.06,-4.490151034086467,-6.369207541080119,0.0,0.23,1.12,0.83,-73.44,720
1742215406.1,-4.48771616439606,-6.377307586711766,0.0,0.2,-0.86,0.82,-73.1,720
1742215406.15,-4.4852682699739015,-6.38527693687827,0.0,0.19,-0.16,0.82,-72.75,720
1742215406.19,-4.482902905028429,-6.392816927381762,0.0,0.17,-0.47,0.82,-72.41,720
1742215406.23,-4.480481601717098,-6.400376288197134,0.0,0.19,0.48,0.83,-72.08,720
1742215406.28,-4.477774534183535,-6.408689359705043,0.0,0.19,0.01,0.83,-71.88,720
1742215406.32,-4.475034212221811,-6.417051813520438,0.0,0.22,0.88,0.83,-71.85,720
1742215406.36,-4.472293025479513,-6.425413984002883,0.0,0.22,-0.19,0.82,-71.85,720
1742215406.4,-4.469551838737222,-6.433776154485303,0.0,0.2,-0.36,0.82,-71.85,720
1742215406.44,-4.466810116836996,-6.442138149467806,0.0,0.27,2.14,0.8,-71.83,720
1742215406.48,-4.4640544855596085,-6.4504955670721715,0.0,0.2,-1.67,0.8,-71.65,720
1742215406.52,-4.461259939775015,-6.458840043924833,0.0,0.23,0.79,0.78,-71.31,720
1742215406.57,-4.458415805707582,-6.467167748929612,0.0,0.2,-0.68,0.78,-70.97,720
1742215406.61,-4.455521931862523,-6.475478300259655,0.0,0.19,-0.05,0.78,-70.63,720
1742215406.65,-4.452578421689192,-6.483771400831808,0.0,0.23,1.11,0.8,-70.29,720
1742215406.69,-4.449670471880256,-6.4918124648326305,0.0,0.19,-1.0,0.8,-69.94,720
1742215406.74,-4.446906581163296,-6.499314457857111,0.0,0.19,0.08,0.79,-69.6,720
1742215406.78,-4.444140251030174,-6.506686169727737,0.0,0.18,-0.31,0.79,-69.26,720
1742215406.82,-4.441131697665394,-6.514567674951208,0.0,0.2,0.56,0.79,-68.99,720
1742215406.86,-4.438124618172504,-6.522373993458996,0.0,0.22,0.53,0.79,-68.9,720
1742215406.9,-4.43506759657079,-6.530298241946056,0.0,0.22,-0.07,0.79,-68.9,720
1742215406.95,-4.431898777052877,-6.5385079056883555,0.0,0.18,-0.79,0.79,-68.86,720
1742215406.99,-4.428801951117782,-6.54647814275311,0.0,0.21,0.8,0.79,-68.64,720
1742215407.03,-4.425718980644446,-6.5542928232273185,0.0,0.21,-0.11,0.79,-68.3,720
1742215407.07,-4.422440824517656,-6.562459429721826,0.0,0.22,0.31,0.77,-67.96,720
1742215407.11,-4.4191138995643735,-6.570606290442165,0.0,0.19,-0.65,0.77,-67.62,720
1742215407.15,-4.41573977999484,-6.578733721578176,0.0,0.21,0.35,0.77,-67.32,720
1742215407.2,-4.412335396625639,-6.586848531692106,0.0,0.21,0.09,0.77,-67.19,720
1742215407.24,-4.409056629073051,-6.594645276392061,0.0,0.19,-0.52,0.77,-67.19,720
1742215407.27,-4.405764115352916,-6.602474608966414,0.0,0.26,2.17,0.76,-67.19,720
1742215407.32,-4.402352776033581,-6.610586499250032,0.0,0.19,-1.43,0.76,-67.19,720
1742215407.36,-4.3989414367140585,-6.618698389534097,0.0,0.21,0.29,0.77,-67.19,720
1742215407.4,-4.395528643887311,-6.626809668165081,0.0,0.22,0.42,0.77,-67.15,720
1742215407.45,-4.3920975886914375,-6.634913233054544,0.0,0.2,-0.45,0.77,-66.93,720
1742215407.49,-4.388650437573239,-6.642940350912493,0.0,0.21,0.2,0.76,-66.59,720
1742215407.53,-4.385314948909764,-6.6505808511943325,0.0,0.21,0.09,0.76,-66.24,720
1742215407.56,-4.381933837987513,-6.65820127231851,0.0,0.22,0.07,0.77,-65.9,720
1742215407.62,-4.378647984605493,-6.66548976727883,0.0,0.16,-1.16,0.77,-65.56,720
1742215407.65,-4.37536888179374,-6.6726481332277645,0.0,0.21,1.38,0.77,-65.22,720
1742215407.69,-4.371965688240751,-6.6799606799452125,0.0,0.21,-0.03,0.76,-64.87,720
1742215407.74,-4.368205403472287,-6.687916811397021,0.0,0.19,-0.41,0.76,-64.53,720
1742215407.78,-4.36439761690626,-6.695850318232522,0.0,0.24,1.22,0.76,-64.19,720
1742215407.82,-4.360692473755101,-6.703453688792425,0.0,0.19,-1.09,0.76,-63.85,720
1742215407.86,-4.35718823515318,-6.710536535673373,0.0,0.2,0.34,0.76,-63.5,720
1742215407.9,-4.3535679880960965,-6.717744092617281,0.0,0.2,0.04,0.75,-63.16,720
1742215407.94,-4.349571572446388,-6.725584273174713,0.0,0.22,0.38,0.75,-62.82,720
1742215407.98,-4.345685665575168,-6.733096866430706,0.0,0.22,0.12,0.76,-62.48,720
1742215408.03,-4.341811042657002,-6.740478602433871,0.0,0.18,-0.84,0.76,-62.13,720
1742215408.07,-4.337892354245195,-6.747837040468504,0.0,0.18,-0.13,0.76,-61.79,720
1742215408.11,-4.333717700628042,-6.755551233297725,0.0,0.25,1.97,0.76,-61.34,720
1742215408.16,-4.32945893569856,-6.763252032943602,0.0,0.18,-1.29,0.76,-60.79,720
1742215408.2,-4.32513711213649,-6.7709176413206125,0.0,0.2,0.38,0.75,-60.4,720
1742215408.24,-4.320768163223932,-6.778556492977837,0.0,0.25,1.23,0.75,-60.06,720
1742215408.28,-4.316385858509729,-6.786113799085469,0.0,0.22,-0.63,0.75,-59.72,720
1742215408.32,-4.312160615281932,-6.793300595927411,0.0,0.21,-0.3,0.76,-59.38,720
1742215408.36,-4.307892478351559,-6.800462001957095,0.0,0.18,-0.61,0.76,-59.03,720
1742215408.4,-4.3037586088210125,-6.807305255126402,0.0,0.21,0.78,0.77,-58.69,720
1742215408.44,-4.299825757143024,-6.813728677866429,0.0,0.17,-0.9,0.77,-58.35,720
1742215408.48,-4.295918293609166,-6.820025301196735,0.0,0.2,0.94,0.77,-58.01,720
1742215408.52,-4.29200745328734,-6.826244353972546,0.0,0.18,-0.62,0.77,-57.66,720
1742215408.56,-4.288273881348043,-6.8321032126262695,0.0,0.16,-0.43,0.77,-57.32,720
1742215408.61,-4.284199715331518,-6.838411899013975,0.0,0.17,0.21,0.76,-56.98,720
1742215408.65,-4.2796809053604,-6.8453153932349,0.0,0.22,1.5,0.76,-56.59,720
1742215408.69,-4.274801556395303,-6.852638734708119,0.0,0.22,-0.08,0.76,-56.03,720
1742215408.73,-4.269927789963571,-6.859776883673499,0.0,0.21,-0.39,0.76,-55.28,720
1742215408.77,-4.265126221110237,-6.866592039445535,0.0,0.19,-0.34,0.76,-54.35,720
1742215408.81,-4.260207258293703,-6.873322929254653,0.0,0.2,0.25,0.76,-53.33,720
1742215408.86,-4.255168362311645,-6.879964510398852,0.0,0.17,-0.59,0.76,-52.3,720
1742215408.9,-4.24974219272566,-6.886855920364102,0.0,0.23,1.55,0.76,-51.27,720
1742215408.94,-4.244216264407999,-6.893621997175575,0.0,0.24,0.34,0.77,-50.25,720
1742215408.97,-4.2388653989920675,-6.899951121248255,0.0,0.22,-0.62,0.77,-49.37,720
1742215409.02,-4.233092849642165,-6.9065931627996395,0.0,0.19,-0.66,0.76,-48.67,720
1742215409.06,-4.227416221757943,-6.912987731038701,0.0,0.2,0.24,0.76,-48.16,720
1742215409.11,-4.222125724837993,-6.918857742638984,0.0,0.18,-0.39,0.76,-47.8,720
1742215409.14,-4.216689506486928,-6.924816148120599,0.0,0.21,0.77,0.76,-47.46,720
1742215409.18,-4.21071990862124,-6.931281723930719,0.0,0.21,0.06,0.76,-47.11,720
1742215409.22,-4.204711760347844,-6.937711492477592,0.0,0.22,0.23,0.76,-46.77,720
1742215409.27,-4.198900378381211,-6.943856992398867,0.0,0.17,-1.03,0.76,-46.43,720
1742215409.31,-4.193136017279409,-6.949879854697364,0.0,0.22,1.11,0.76,-46.09,720
1742215409.35,-4.187444937821506,-6.9557558449095405,0.0,0.21,-0.11,0.76,-45.74,720
1742215409.39,-4.181798512974246,-6.9615154414490945,0.0,0.2,-0.35,0.76,-45.4,720
1742215409.44,-4.175600861619188,-6.967762751822549,0.0,0.17,-0.5,0.76,-45.06,720
1742215409.48,-4.169365968921864,-6.973972895322839,0.0,0.23,1.46,0.76,-44.71,720
1742215409.52,-4.163337911509229,-6.979906010312057,0.0,0.2,-0.58,0.76,-44.37,720
1742215409.57,-4.15736124322841,-6.985718253032364,0.0,0.17,-0.66,0.78,-44.03,720
1742215409.61,-4.151463077155515,-6.991386346481342,0.0,0.22,1.19,0.78,-43.69,720
1742215409.65,-4.1453448703003515,-6.997194701049802,0.0,0.2,-0.38,0.78,-43.34,720
1742215409.69,-4.1389271404882875,-7.003215707053842,0.0,0.22,0.49,0.77,-43.0,720
1742215409.73,-4.13272443400495,-7.008965990692512,0.0,0.19,-0.61,0.77,-42.66,720
1742215409.77,-4.126692410616213,-7.014491417391654,0.0,0.21,0.32,0.76,-42.32,720
1742215409.82,-4.120574411844774,-7.020027482748119,0.0,0.18,-0.67,0.76,-41.97,720
1742215409.86,-4.114014533918358,-7.025893296487578,0.0,0.2,0.68,0.77,-41.63,720
1742215409.91,-4.107419702059329,-7.0317197844513935,0.0,0.2,-0.19,0.77,-41.29,720
1742215409.95,-4.1007901520180114,-7.037506738355777,0.0,0.21,0.26,0.77,-40.95,720
1742215410.0,-4.0942449287634455,-7.043151882214733,0.0,0.19,-0.34,0.76,-40.6,720
1742215410.04,-4.087899195311261,-7.048558766357441,0.0,0.2,0.14,0.76,-40.26,720
1742215410.08,-4.0817829730630395,-7.053707631926272,0.0,0.18,-0.35,0.78,-39.92,720
1742215410.12,-4.075729147285762,-7.058742104268812,0.0,0.19,0.19,0.78,-39.58,720
1742215410.17,-4.069067301317824,-7.064214708555502,0.0,0.19,0.06,0.78,-39.23,720
1742215410.21,-4.062234461840989,-7.069760163805088,0.0,0.2,0.26,0.76,-38.89,720
1742215410.25,-4.055490981053648,-7.075166924712215,0.0,0.22,0.54,0.76,-38.55,720
1742215410.29,-4.048955407138936,-7.0803427340969725,0.0,0.21,-0.28,0.77,-38.21,720
1742215410.33,-4.042192470756918,-7.085632694016043,0.0,0.22,0.16,0.77,-37.86,720
1742215410.38,-4.035229042604639,-7.091013255572809,0.0,0.18,-0.82,0.77,-37.53,720
1742215410.41,-4.028239648819127,-7.09636005816047,0.0,0.26,2.46,0.78,-37.33,720
1742215410.46,-4.021240289722689,-7.101693815795521,0.0,0.18,-1.68,0.78,-37.3,720
1742215410.5,-4.0145123372745255,-7.10681965235594,0.0,0.21,0.68,0.77,-37.3,720
1742215410.54,-4.007880842926402,-7.111872000219821,0.0,0.2,-0.19,0.77,-37.3,720
1742215410.58,-4.000977390325706,-7.117131545379561,0.0,0.22,0.59,0.77,-37.3,720
1742215410.62,-3.993977479624832,-7.1224645792359516,0.0,0.22,-0.17,0.77,-37.3,720
1742215410.66,-3.9869775689239164,-7.127797613092374,0.0,0.23,0.35,0.77,-37.3,720
1742215410.71,-3.9801759332052042,-7.132979586851284,0.0,0.19,-0.96,0.78,-37.3,720
1742215410.74,-3.973544438857075,-7.13803193471516,0.0,0.23,1.15,0.78,-37.3,720
1742215410.79,-3.9669129445089437,-7.143084282579032,0.0,0.16,-1.28,0.78,-37.3,720
1742215410.83,-3.960230541719468,-7.148175416143583,0.0,0.22,1.42,0.78,-37.3,720
1742215410.87,-3.953230289758362,-7.1535080019645765,0.0,0.23,0.21,0.78,-37.28,720
1742215410.92,-3.946221177070944,-7.1588289297114045,0.0,0.18,-0.96,0.77,-37.1,720
1742215410.96,-3.939463920654512,-7.163916064496164,0.0,0.21,0.93,0.77,-36.88,720
1742215411.0,-3.9327921563463475,-7.168915113768733,0.0,0.2,-0.34,0.77,-36.83,720
1742215411.05,-3.9261194961422223,-7.173912967510804,0.0,0.19,-0.29,0.79,-36.83,720
1742215411.08,-3.919246386161094,-7.179058991105453,0.0,0.22,0.96,0.79,-36.79,720
1742215411.12,-3.9121902177945502,-7.184317355076362,0.0,0.21,-0.3,0.78,-36.57,720
1742215411.17,-3.9051071936132136,-7.189539475281456,0.0,0.18,-0.73,0.78,-36.23,720
1742215411.22,-3.8983444163701915,-7.194463476166425,0.0,0.2,0.54,0.78,-35.89,720
1742215411.26,-3.8915755265240937,-7.199330185468444,0.0,0.19,-0.26,0.79,-35.54,720
1742215411.31,-3.884905841896234,-7.204066320145572,0.0,0.18,-0.13,0.79,-35.22,720
1742215411.35,-3.878157607485573,-7.208813890066724,0.0,0.19,0.25,0.8,-35.06,720
1742215411.39,-3.870953808994324,-7.213868124625696,0.0,0.24,1.3,0.8,-35.05,720
1742215411.43,-3.8640297428596306,-7.2187257838099,0.0,0.18,-1.28,0.8,-35.05,720
1742215411.48,-3.857204946490673,-7.2235137991345555,0.0,0.2,0.4,0.78,-35.05,720
1742215411.52,-3.8505842046390155,-7.228158657637652,0.0,0.17,-0.52,0.78,-35.05,720
1742215411.56,-3.8441385636239462,-7.232680672110879,0.0,0.2,0.67,0.78,-35.05,720
1742215411.6,-3.8373840833391686,-7.237419356368265,0.0,0.21,0.16,0.78,-35.05,720
1742215411.65,-3.830180131617145,-7.242473372543761,0.0,0.19,-0.34,0.78,-35.05,720
1742215411.69,-3.8230285722703212,-7.247490632238666,0.0,0.22,0.85,0.79,-35.05,720
1742215411.73,-3.8162037759011445,-7.252278647563487,0.0,0.19,-0.82,0.79,-35.05,720
1742215411.78,-3.809378979532188,-7.257066662888148,0.0,0.19,0.21,0.79,-35.05,720
1742215411.82,-3.802834068751312,-7.261658321220964,0.0,0.18,-0.33,0.79,-35.05,720
1742215411.85,-3.7963884277362454,-7.266180335694194,0.0,0.26,2.47,0.79,-35.05,720
1742215411.89,-3.789785609592914,-7.270812619611093,0.0,0.18,-1.65,0.79,-35.05,720
1742215411.94,-3.782581657871002,-7.275866635786494,0.0,0.19,0.09,0.79,-35.05,720
1742215411.98,-3.77558176066567,-7.280777495140867,0.0,0.23,1.03,0.8,-35.05,720
1742215412.02,-3.7687569642965517,-7.285565510465615,0.0,0.19,-0.79,0.8,-35.05,720
1742215412.07,-3.762287884586447,-7.290103968628127,0.0,0.17,-0.43,0.8,-35.05,720
1742215412.11,-3.7558422435713745,-7.294625983101335,0.0,0.2,0.66,0.79,-35.05,720
1742215412.15,-3.7490868707843155,-7.2993633945533185,0.0,0.21,0.33,0.79,-35.01,720
1742215412.19,-3.7418706534965978,-7.304399872659532,0.0,0.19,-0.53,0.79,-34.79,720
1742215412.23,-3.734834038579021,-7.3092579519643515,0.0,0.22,0.97,0.79,-34.45,720
1742215412.28,-3.7279451447855494,-7.313953255578257,0.0,0.18,-0.9,0.79,-34.11,720
1742215412.32,-3.7210867036867286,-7.3185794456742155,0.0,0.18,-0.09,0.8,-33.92,720
1742215412.36,-3.7145509294397137,-7.3229701809945045,0.0,0.2,0.46,0.8,-33.89,720
1742215412.4,-3.707701521399203,-7.327570587705134,0.0,0.23,0.91,0.8,-33.89,720
1742215412.44,-3.700396325030564,-7.332477124766163,0.0,0.21,-0.38,0.8,-33.89,720
1742215412.49,-3.6934518445772206,-7.337141386887877,0.0,0.18,-0.77,0.8,-33.89,720
1742215412.52,-3.686531132227253,-7.3417896851566935,0.0,0.23,1.34,0.8,-33.89,720
1742215412.56,-3.6796104198772768,-7.346437983425509,0.0,0.22,-0.23,0.8,-33.89,720
1742215412.61,-3.672482785218806,-7.3512252611172055,0.0,0.18,-0.78,0.79,-33.89,720
1742215412.65,-3.665177588849665,-7.35613179817855,0.0,0.19,0.09,0.79,-33.89,720
1742215412.69,-3.658156211592401,-7.360847708058812,0.0,0.22,0.81,0.79,-33.89,720
1742215412.73,-3.6512354992424227,-7.3654960063276125,0.0,0.2,-0.35,0.8,-33.89,720
1742215412.77,-3.6443147868924375,-7.37014430459641,0.0,0.22,0.51,0.8,-33.89,720
1742215412.81,-3.637394074542452,-7.3747926028652,0.0,0.22,-0.1,0.8,-33.89,720
1742215412.85,-3.630189543080062,-7.379631528315424,0.0,0.2,-0.53,0.8,-33.89,720
1742215412.89,-3.6228808954939415,-7.384532920515554,0.0,0.21,0.41,0.8,-33.78,720
1742215412.94,-3.6155550881103116,-7.389408613176833,0.0,0.21,-0.18,0.81,-33.49,720
1742215412.97,-3.6084099444422177,-7.394105612678869,0.0,0.24,1.0,0.81,-33.15,720
1742215413.02,-3.601416102617906,-7.398643112620011,0.0,0.2,-1.06,0.8,-32.8,720
1742215413.06,-3.594683320116114,-7.40295456608964,0.0,0.17,-0.6,0.8,-32.46,720
1742215413.11,-3.588027253964493,-7.407160692775182,0.0,0.18,0.36,0.8,-32.12,720
1742215413.15,-3.5811830376770932,-7.4114282177330075,0.0,0.19,0.22,0.81,-31.78,720
1742215413.19,-3.5736882244738752,-7.416039892510187,0.0,0.23,0.86,0.81,-31.43,720
1742215413.23,-3.5663792153932046,-7.4204776023487895,0.0,0.2,-0.6,0.8,-31.09,720
1742215413.27,-3.5592271314193518,-7.424761341837826,0.0,0.21,0.32,0.8,-30.75,720
1742215413.32,-3.5520495631804545,-7.42900224308107,0.0,0.17,-0.88,0.8,-30.41,720
1742215413.36,-3.544982242527092,-7.433121542190481,0.0,0.22,1.29,0.8,-30.06,720
1742215413.4,-3.5378286472796963,-7.437232990066094,0.0,0.21,-0.19,0.8,-29.72,720
1742215413.44,-3.5301732538918107,-7.441572888834231,0.0,0.19,-0.38,0.8,-29.38,720
1742215413.48,-3.5224920494635787,-7.445866939110229,0.0,0.23,1.01,0.8,-29.04,720
1742215413.52,-3.5150848519375533,-7.449950167545617,0.0,0.23,-0.09,0.8,-28.69,720
1742215413.56,-3.507759797563136,-7.453930909636071,0.0,0.19,-0.87,0.8,-28.35,720
1742215413.6,-3.500630949977711,-7.457750369039341,0.0,0.19,0.04,0.8,-28.01,720
1742215413.64,-3.493334496144087,-7.461602600866409,0.0,0.23,1.04,0.8,-27.67,720
1742215413.69,-3.4855283734051095,-7.4656651391154485,0.0,0.19,-0.8,0.8,-27.32,720
1742215413.72,-3.477755117838503,-7.469651863097609,0.0,0.25,1.7,0.8,-26.98,720
1742215413.77,-3.4703143508909413,-7.473411878578119,0.0,0.18,-1.51,0.8,-26.64,720
1742215413.8,-3.4628512361379844,-7.477127339163706,0.0,0.23,1.24,0.8,-26.29,720
1742215413.85,-3.455673121722253,-7.480647802864731,0.0,0.18,-1.0,0.8,-25.95,720
1742215413.89,-3.4480763791730284,-7.484316445741704,0.0,0.22,0.96,0.8,-25.61,720
1742215413.93,-3.4401295718706204,-7.488096395865629,0.0,0.2,-0.42,0.8,-25.27,720
1742215413.98,-3.432302278256501,-7.491762602531221,0.0,0.18,-0.36,0.8,-24.92,720
1742215414.01,-3.4247314419574972,-7.495253328374436,0.0,0.23,1.19,0.8,-24.58,720
1742215414.06,-3.4169127525556893,-7.498801437798095,0.0,0.16,-1.22,0.8,-24.24,720
1742215414.1,-3.409190100686139,-7.502251072234425,0.0,0.25,2.36,0.8,-23.9,720
1742215414.14,-3.401557872997297,-7.505605446942849,0.0,0.18,-1.36,0.8,-23.55,720
1742215414.18,-3.393846921800388,-7.508939388738765,0.0,0.22,1.08,0.79,-23.21,720
1742215414.23,-3.3857489187876966,-7.512383531075812,0.0,0.19,-0.72,0.79,-22.87,720
1742215414.27,-3.3776304682939036,-7.515779194607673,0.0,0.19,-0.05,0.79,-22.53,720
1742215414.32,-3.3697225159349733,-7.519031758495784,0.0,0.2,0.2,0.79,-22.18,720
1742215414.36,-3.361993435221664,-7.52215650496644,0.0,0.18,-0.35,0.79,-21.84,720
1742215414.4,-3.354099932605219,-7.525292022967013,0.0,0.21,0.66,0.8,-21.48,720
1742215414.45,-3.3458970998287305,-7.5284783985811785,0.0,0.19,-0.41,0.8,-20.95,720
1742215414.49,-3.3376610832094067,-7.5315779421853275,0.0,0.2,0.31,0.78,-20.29,720
1742215414.54,-3.3293903794743556,-7.5345837202733845,0.0,0.2,-0.18,0.78,-19.68,720
1742215414.58,-3.32115252056099,-7.537491468685675,0.0,0.23,0.92,0.78,-19.23,720
1742215414.62,-3.313421037415842,-7.540163511864344,0.0,0.18,-1.18,0.78,-18.89,720
1742215414.66,-3.30596392975843,-7.542690617658532,0.0,0.2,0.63,0.78,-18.55,720
1742215414.7,-3.2984918460457497,-7.545173092895055,0.0,0.23,0.74,0.78,-18.21,720
1742215414.74,-3.290645665411068,-7.547725606453241,0.0,0.17,-1.09,0.78,-17.82,720
1742215414.79,-3.2825815719285343,-7.550276951384574,0.0,0.2,0.67,0.78,-17.26,720
1742215414.83,-3.274604802101403,-7.552700398656902,0.0,0.2,-0.11,0.79,-16.51,720
1742215414.87,-3.266593488877405,-7.555006970158718,0.0,0.22,0.58,0.79,-15.58,720
1742215414.91,-3.2585434189346003,-7.557174329549524,0.0,0.18,-0.85,0.79,-14.55,720
1742215414.96,-3.2504561246853356,-7.559198406556301,0.0,0.19,0.31,0.79,-13.57,720
1742215414.99,-3.242761209349392,-7.560996692917,0.0,0.2,0.14,0.79,-12.76,720
1742215415.03,-3.2350723206293073,-7.562692357659065,0.0,0.2,-0.03,0.78,-12.14,720
1742215415.08,-3.2271800115592724,-7.564355605845976,0.0,0.19,-0.15,0.78,-11.7,720
1742215415.12,-3.2185575097514634,-7.566114080126454,0.0,0.2,0.11,0.78,-11.36,720
1742215415.17,-3.2099246482972967,-7.567820969799123,0.0,0.2,0.09,0.78,-11.01,720
1742215415.21,-3.201281735802928,-7.569476213846365,0.0,0.2,0.06,0.78,-10.67,720
1742215415.25,-3.192692037430095,-7.571068241508393,0.0,0.22,0.39,0.79,-10.33,720
1742215415.29,-3.184485849429715,-7.572538346159006,0.0,0.22,0.08,0.79,-9.99,720
1742215415.33,-3.1759340837264465,-7.574017384388386,0.0,0.19,-0.66,0.79,-9.64,720
1742215415.37,-3.1672540601412793,-7.5754654727156305,0.0,0.22,0.78,0.77,-9.3,720
1742215415.42,-3.158565533709329,-7.576861638064996,0.0,0.18,-0.89,0.77,-8.96,720
1742215415.46,-3.1498688150254637,-7.578205830526778,0.0,0.22,1.15,0.77,-8.62,720
1742215415.5,-3.141164214977377,-7.579498002049185,0.0,0.24,0.31,0.77,-8.27,720
1742215415.54,-3.1324520447345376,-7.5807381064400525,0.0,0.18,-1.09,0.76,-7.93,720
1742215415.58,-3.1239796415777223,-7.581892778300467,0.0,0.22,0.81,0.76,-7.59,720
1742215415.63,-3.1157760326933808,-7.58296072744372,0.0,0.18,-0.85,0.76,-7.24,720
1742215415.67,-3.107962285866248,-7.583930304069335,0.0,0.22,1.12,0.77,-6.9,720
1742215415.7,-3.1001428816879546,-7.584853145662188,0.0,0.21,-0.15,0.77,-6.56,720
1742215415.75,-3.091759001602742,-7.585791224887809,0.0,0.2,-0.3,0.77,-6.22,720
1742215415.79,-3.083007959125269,-7.586718060792813,0.0,0.2,0.07,0.77,-5.87,720
1742215415.83,-3.074251531592335,-7.587592558421064,0.0,0.19,-0.17,0.77,-5.53,720
1742215415.88,-3.0654900320263327,-7.5884146865112605,0.0,0.19,-0.14,0.77,-5.19,720
1742215415.91,-3.056879830626337,-7.5891710121628995,0.0,0.28,2.96,0.77,-4.85,720
1742215415.96,-3.048570742767207,-7.58985056210782,0.0,0.19,-2.06,0.77,-4.5,720
1742215416.0,-3.040598676954092,-7.590454845076442,0.0,0.18,-0.23,0.77,-4.16,720
1742215416.04,-3.032744091780323,-7.591002759355343,0.0,0.18,0.13,0.77,-3.82,720
1742215416.08,-3.0246947361294136,-7.591515535582589,0.0,0.21,0.7,0.75,-3.48,720
1742215416.13,-3.0160657751039235,-7.5920141619298,0.0,0.2,-0.26,0.75,-3.13,720
1742215416.16,-3.0077400879235205,-7.592445047244192,0.0,0.21,0.39,0.77,-2.79,720
1742215416.21,-2.999070424705547,-7.5928415197188945,0.0,0.2,-0.39,0.77,-2.45,720
1742215416.25,-2.990277389060492,-7.593191224419515,0.0,0.23,0.77,0.77,-2.11,720
1742215416.29,-2.9815463882165525,-7.593486342148281,0.0,0.19,-0.83,0.76,-1.76,720
