Time (s),X Position,Y Position,Z Position,Speed (m/s),Acceleration (m/s²),Obstacle Distance (m),Rotation Angle (deg),LiDAR Points
1742215306.64,0.7834986914992991,-1.0923737067971206,0.0,0.2,-0.12,1.21,-123.85,720
1742215306.68,0.7788542991960644,-1.0992970409910516,0.0,0.2,0.21,1.22,-123.85,720
1742215306.72,0.7742099068928292,-1.1062203751849826,0.0,0.21,0.13,1.22,-123.85,720
1742215306.76,0.7695655145895689,-1.1131437093789605,0.0,0.21,-0.1,1.22,-123.85,720
1742215306.8,0.7649211222863562,-1.120067043572878,0.0,0.2,-0.16,1.22,-123.85,720
1742215306.85,0.760518801339315,-1.1266295251970613,0.0,0.17,-0.66,1.22,-123.85,720
1742215306.88,0.7560254690688076,-1.1333276761977071,0.0,0.24,2.26,1.22,-123.85,720
1742215306.92,0.7511230549715727,-1.1406356400681612,0.0,0.23,-0.4,1.22,-123.85,720
1742215306.96,0.7462206408736615,-1.147943603939599,0.0,0.21,-0.45,1.22,-123.85,720
1742215307.01,0.7415086937730412,-1.1549676411767194,0.0,0.2,-0.24,1.22,-123.85,720
1742215307.05,0.7368643014698326,-1.1618909753706395,0.0,0.2,-0.08,1.22,-123.85,720
1742215307.09,0.7321842552459973,-1.168867458392595,0.0,0.22,0.57,1.22,-123.85,720
1742215307.14,0.7272818411483766,-1.1761754222636431,0.0,0.18,-0.83,1.22,-123.85,720
1742215307.18,0.7223794270504759,-1.1834833861350877,0.0,0.22,1.12,1.22,-123.85,720
1742215307.22,0.7176158755909289,-1.1905843493077124,0.0,0.22,-0.1,1.22,-123.85,720
1742215307.26,0.712971483287728,-1.1975076835016376,0.0,0.2,-0.36,1.22,-123.85,720
1742215307.3,0.7083270909845297,-1.2044310176955648,0.0,0.21,0.27,1.23,-123.85,720
1742215307.34,0.7035954404018079,-1.2114844266529718,0.0,0.19,-0.45,1.23,-123.85,720
1742215307.38,0.6986930263041532,-1.2187923905240852,0.0,0.21,0.35,1.23,-123.85,720
1742215307.42,0.6937906122062606,-1.2261003543955353,0.0,0.22,0.43,1.23,-123.85,720
1742215307.47,0.6891302694646041,-1.233047465697151,0.0,0.19,-0.81,1.23,-123.85,720
1742215307.51,0.6844858771614079,-1.2399707998910798,0.0,0.2,0.35,1.23,-123.85,720
1742215307.56,0.679980347496506,-1.2466871333862726,0.0,0.16,-0.78,1.23,-123.85,720
1742215307.59,0.6755939769879791,-1.2532258379026893,0.0,0.23,1.88,1.23,-123.85,720
1742215307.64,0.6708942272822099,-1.2602316926446364,0.0,0.18,-1.06,1.23,-123.85,720
1742215307.68,0.6660790714640131,-1.2674095817523334,0.0,0.2,0.45,1.23,-123.85,720
1742215307.72,0.66143467916071,-1.27433291594639,0.0,0.23,0.98,1.23,-123.85,720
1742215307.76,0.6567902868575061,-1.2812562501403135,0.0,0.2,-0.8,1.23,-123.85,720
1742215307.8,0.6523363615515374,-1.2878956577000027,0.0,0.21,0.25,1.23,-123.85,720
1742215307.84,0.6479499910430144,-1.2944343622164223,0.0,0.18,-0.65,1.23,-123.85,720
1742215307.89,0.6431470326195682,-1.3015940688291077,0.0,0.19,0.27,1.23,-123.85,720
1742215307.93,0.6383318768011987,-1.3087719579370891,0.0,0.2,0.29,1.24,-123.85,720
1742215307.97,0.6336874844979062,-1.3156952921311609,0.0,0.23,0.79,1.24,-123.85,720
1742215308.01,0.6290430921947187,-1.322618626325095,0.0,0.2,-0.85,1.25,-123.85,720
1742215308.05,0.6245891668887643,-1.3292580338847937,0.0,0.2,0.03,1.25,-123.85,720
1742215308.09,0.6198894171830417,-1.3362638886267246,0.0,0.2,0.01,1.25,-123.85,720
1742215308.13,0.6149870030853412,-1.3435718524979507,0.0,0.21,0.26,1.25,-123.85,720
1742215308.17,0.6102234516259294,-1.3506728156704455,0.0,0.24,1.0,1.25,-123.85,720
1742215308.21,0.6055790593226545,-1.3575961498645472,0.0,0.19,-1.17,1.24,-123.85,720
1742215308.26,0.6010735296577843,-1.3643124833597604,0.0,0.18,-0.35,1.24,-123.85,720
1742215308.3,0.5966871591492929,-1.3708511878762009,0.0,0.19,0.18,1.24,-123.85,720
1742215308.33,0.5921938268788306,-1.3775493388768771,0.0,0.22,0.84,1.24,-123.85,720
1742215308.38,0.5872914127816626,-1.3848573027473754,0.0,0.18,-0.71,1.24,-123.85,720
1742215308.42,0.5823889986838251,-1.3921652666188622,0.0,0.25,2.02,1.25,-123.85,720
1742215308.46,0.5774837790591316,-1.399471346873988,0.0,0.2,-1.18,1.25,-123.93,720
1742215308.51,0.5728008292487435,-1.4064032306493919,0.0,0.19,-0.35,1.25,-124.18,720
1742215308.54,0.5680960469665702,-1.4132856541219883,0.0,0.22,0.83,1.25,-124.53,720
1742215308.59,0.5634396087907593,-1.4200112195171775,0.0,0.18,-0.86,1.25,-124.87,720
1742215308.63,0.5587029666759888,-1.426767120298339,0.0,0.19,0.22,1.25,-125.17,720
1742215308.67,0.5536247632025962,-1.4339540402767212,0.0,0.22,0.86,1.25,-125.29,720
1742215308.72,0.5487914854788105,-1.4407819664877943,0.0,0.17,-1.0,1.25,-125.29,720
1742215308.76,0.54397471987394,-1.4475865021320908,0.0,0.21,1.0,1.24,-125.29,720
1742215308.8,0.5393019706949664,-1.454187589034283,0.0,0.18,-0.69,1.24,-125.29,720
1742215308.84,0.534752803179316,-1.4606140949205009,0.0,0.2,0.49,1.26,-125.29,720
1742215308.89,0.5298786256214827,-1.4674997351300976,0.0,0.18,-0.42,1.26,-125.29,720
1742215308.93,0.5247942619275726,-1.4746823005322747,0.0,0.22,0.96,1.26,-125.29,720
1742215308.97,0.519960953895145,-1.481510205289245,0.0,0.22,-0.05,1.27,-125.29,720
1742215309.01,0.5151441882903064,-1.4883147409335642,0.0,0.2,-0.48,1.27,-125.29,720
1742215309.06,0.510471439111365,-1.4949158278357793,0.0,0.17,-0.61,1.27,-125.29,720
1742215309.09,0.5059222715957478,-1.50134233372202,0.0,0.22,1.52,1.27,-125.29,720
1742215309.13,0.5010480940379505,-1.5082279739316429,0.0,0.21,-0.37,1.27,-125.29,720
1742215309.18,0.4960007075344915,-1.5153583024946797,0.0,0.19,-0.35,1.27,-125.29,720
1742215309.22,0.49118394192953585,-1.522162838139216,0.0,0.22,0.85,1.27,-125.29,720
1742215309.26,0.48636717632473336,-1.5289673737835598,0.0,0.21,-0.32,1.27,-125.29,720
1742215309.3,0.48174794676366683,-1.5354928547341808,0.0,0.2,-0.27,1.27,-125.29,720
1742215309.35,0.47676672997037794,-1.5425297068468216,0.0,0.17,-0.58,1.27,-125.29,720
1742215309.38,0.47168236627635657,-1.5497122722492778,0.0,0.28,3.52,1.26,-125.29,720
1742215309.43,0.4666884993905479,-1.55676699486101,0.0,0.18,-2.1,1.26,-125.29,720
1742215309.46,0.46187173378565205,-1.5635715305055171,0.0,0.22,1.09,1.24,-125.29,720
1742215309.51,0.4570549681808694,-1.5703760661498753,0.0,0.2,-0.58,1.24,-125.29,720
1742215309.55,0.45248925823766317,-1.5768259411488916,0.0,0.2,0.02,1.24,-125.29,720
1742215309.59,0.44782915915075266,-1.5834091575528073,0.0,0.19,-0.24,1.23,-125.29,720
1742215309.63,0.44274479545744566,-1.590591722954294,0.0,0.21,0.42,1.23,-125.29,720
1742215309.67,0.43766043176343455,-1.5977742883567574,0.0,0.23,0.53,1.22,-125.29,720
1742215309.71,0.4327200844953513,-1.6047534050170642,0.0,0.22,-0.27,1.22,-125.29,720
1742215309.77,0.42790331889057615,-1.6115579406614275,0.0,0.15,-1.15,1.22,-125.29,720
1742215309.8,0.4230865532858042,-1.618362476305793,0.0,0.22,1.87,1.19,-125.29,720
1742215309.84,0.41817929087281663,-1.6252948547408939,0.0,0.21,-0.32,1.19,-125.29,720
1742215309.89,0.413094927179065,-1.6324774201430312,0.0,0.17,-0.73,1.17,-125.29,720
1742215309.93,0.40801056348506615,-1.6396599855455032,0.0,0.25,2.14,1.17,-125.29,720
1742215309.97,0.40292114534337037,-1.6468389686227924,0.0,0.24,-0.3,1.17,-125.4,720
1742215310.01,0.3978065537665076,-1.6540000290019106,0.0,0.21,-0.54,1.16,-125.69,720
1742215310.05,0.39274302297827496,-1.6610049024909261,0.0,0.21,-0.19,1.16,-126.03,720
1742215310.09,0.3876190850948406,-1.6680095863278392,0.0,0.21,0.09,1.12,-126.3,720
1742215310.13,0.3827304709633997,-1.6746396187869954,0.0,0.21,0.09,1.12,-126.54,720
1742215310.18,0.378024092488603,-1.6809518862054307,0.0,0.15,-1.23,1.12,-126.88,720
1742215310.22,0.37331874088726136,-1.6871849154438838,0.0,0.18,0.79,1.12,-127.22,720
1742215310.26,0.368818485241309,-1.6930724816435956,0.0,0.19,0.1,1.12,-127.56,720
1742215310.3,0.3641314053135944,-1.6991308247029449,0.0,0.2,0.43,1.11,-127.86,720
1742215310.35,0.35908022181759475,-1.7056101191380117,0.0,0.19,-0.34,1.11,-127.99,720
1742215310.39,0.35368150835545953,-1.7125232079445056,0.0,0.2,0.19,1.11,-127.99,720
1742215310.44,0.3482651423897954,-1.7194588391097014,0.0,0.2,-0.02,1.09,-127.99,720
1742215310.48,0.3428487764240895,-1.7263944702749472,0.0,0.22,0.61,1.09,-127.99,720
1742215310.51,0.3374324104584473,-1.7333301014401212,0.0,0.24,0.61,1.08,-127.99,720
1742215310.56,0.3320160444928057,-1.7402657326052966,0.0,0.19,-1.16,1.08,-127.99,720
1742215310.6,0.326599678527165,-1.747201363770472,0.0,0.21,0.46,1.08,-127.99,720
1742215310.64,0.32118331256152494,-1.7541369949356482,0.0,0.26,1.4,1.05,-127.99,720
1742215310.68,0.3157669465958853,-1.761072626100825,0.0,0.19,-1.35,1.05,-127.99,720
1742215310.72,0.31035058063024623,-1.7680082572660014,0.0,0.2,0.13,1.03,-127.99,720
1742215310.77,0.30508763517396664,-1.7747474341899376,0.0,0.17,-0.58,1.03,-127.99,720
1742215310.82,0.29995634110131253,-1.7813180321358357,0.0,0.19,0.34,1.03,-127.99,720
1742215310.86,0.2949214531594217,-1.7877651824843501,0.0,0.19,0.15,1.0,-127.99,720
1742215310.9,0.28995705572249403,-1.7941220700725333,0.0,0.23,1.05,1.0,-127.99,720
1742215310.94,0.28454068975758806,-1.8010577012367752,0.0,0.2,-0.66,1.0,-127.99,720
1742215310.98,0.2792777443014535,-1.8077968781605067,0.0,0.19,-0.13,1.0,-127.99,720
1742215311.03,0.27414645022870243,-1.814367476106527,0.0,0.18,-0.25,1.0,-127.99,720
1742215311.08,0.26905454790831657,-1.820887633098773,0.0,0.18,-0.05,0.98,-127.99,720
1742215311.11,0.26420832572855263,-1.8270931978255205,0.0,0.2,0.45,0.98,-127.99,720
1742215311.16,0.2591298995345279,-1.833596098701313,0.0,0.17,-0.61,0.98,-127.99,720
1742215311.21,0.25371353356954507,-1.8405317298656798,0.0,0.21,1.01,0.98,-127.99,720
1742215311.25,0.2485076024919319,-1.8471979001456855,0.0,0.19,-0.56,0.98,-127.99,720
1742215311.29,0.2433763084192937,-1.8537684980915963,0.0,0.2,0.27,0.96,-127.99,720
1742215311.33,0.2382844060989242,-1.8602886550838549,0.0,0.21,0.41,0.96,-127.99,720
1742215311.37,0.23343818391917293,-1.8664942198106136,0.0,0.21,-0.21,0.93,-127.99,720
1742215311.42,0.22859196173952487,-1.8726997845372495,0.0,0.17,-0.8,0.93,-127.99,720
1742215311.46,0.22401318882642718,-1.8785628817349302,0.0,0.18,0.18,0.93,-127.99,720
1742215311.49,0.21945203853976405,-1.8844034132422862,0.0,0.22,1.3,0.92,-127.99,720
1742215311.54,0.214987294383865,-1.890120497152259,0.0,0.16,-1.35,0.92,-127.99,720
1742215311.59,0.21071121599018483,-1.8955959954403356,0.0,0.14,-0.35,0.92,-127.99,720
1742215311.63,0.2064351375965094,-1.9010714937284148,0.0,0.18,1.02,0.92,-127.99,720
1742215311.67,0.20236949409078725,-1.9062775311313958,0.0,0.16,-0.41,0.92,-127.99,720
1742215311.71,0.19837848759009427,-1.911387996200194,0.0,0.15,-0.21,0.9,-127.99,720
1742215311.75,0.1942693058321483,-1.916649784130561,0.0,0.18,0.67,0.9,-127.99,720
1742215311.8,0.18934948327442294,-1.9229495937955345,0.0,0.15,-0.55,0.88,-127.99,720
1742215311.84,0.18421818920182131,-1.9295201917415117,0.0,0.2,1.31,0.88,-127.99,720
1742215311.88,0.17908689512922085,-1.9360907896874897,0.0,0.25,1.29,0.88,-127.99,720
1742215311.91,0.17369303524128035,-1.9430076643222445,0.0,0.24,-0.05,0.87,-127.88,720
1742215311.97,0.16830596083146046,-1.949966059399611,0.0,0.17,-1.48,0.87,-127.59,720
1742215312.0,0.1629575921180002,-1.9569542474225137,0.0,0.24,2.02,0.87,-127.29,720
1742215312.05,0.1576378081518161,-1.9639642271990598,0.0,0.19,-1.03,0.86,-127.08,720
1742215312.09,0.15235219790257756,-1.970999999978154,0.0,0.19,-0.02,0.86,-126.75,720
1742215312.13,0.14722275522161987,-1.9779127608957747,0.0,0.25,1.73,0.83,-126.4,720
1742215312.17,0.14256791751979375,-1.9842631344839874,0.0,0.17,-1.72,0.83,-126.1,720
1742215312.21,0.13793677003263205,-1.9906308147072311,0.0,0.22,1.28,0.83,-125.98,720
1742215312.26,0.13309067517092532,-1.997308650676659,0.0,0.17,-0.98,0.81,-125.93,720
1742215312.3,0.12819251588259606,-2.0040901769290915,0.0,0.2,0.67,0.81,-125.71,720
1742215312.35,0.12334586535054762,-2.0108734437947096,0.0,0.18,-0.45,0.82,-125.37,720
1742215312.39,0.11862987986539042,-2.0175573892817575,0.0,0.2,0.48,0.82,-125.03,720
1742215312.43,0.11412939217064436,-2.0240180648516044,0.0,0.2,0.07,0.8,-124.69,720
1742215312.47,0.10934933051151709,-2.0309693559873963,0.0,0.2,0.06,0.8,-124.35,720
1742215312.51,0.10440607626288392,-2.038249741050677,0.0,0.22,0.38,0.8,-124.0,720
1742215312.55,0.0995064391488447,-2.0455595512665496,0.0,0.23,0.15,0.77,-123.66,720
1742215312.59,0.09473677508364908,-2.052767734210029,0.0,0.18,-0.91,0.77,-123.32,720
1742215312.63,0.09017815291327419,-2.0597478268374094,0.0,0.21,0.62,0.77,-122.98,720
1742215312.67,0.08566134558082622,-2.066755050303267,0.0,0.21,0.05,0.76,-122.63,720
1742215312.72,0.08100321702467873,-2.0740777608048515,0.0,0.19,-0.32,0.76,-122.29,720
1742215312.76,0.07631901196742347,-2.0815274665364973,0.0,0.21,0.48,0.76,-122.06,720
1742215312.8,0.07178531616527846,-2.088777342189163,0.0,0.22,0.1,0.76,-122.01,720
1742215312.84,0.06736683444501874,-2.0958469925000194,0.0,0.22,0.14,0.74,-122.01,720
1742215312.88,0.06312955510628047,-2.1026267157377614,0.0,0.18,-0.93,0.74,-122.01,720
1742215312.93,0.058956544592858505,-2.1093036076977962,0.0,0.16,-0.4,0.74,-122.01,720
1742215312.96,0.054681775106640504,-2.1161433158465663,0.0,0.23,1.85,0.74,-122.01,720
1742215313.0,0.05001782218038123,-2.1236057245069397,0.0,0.23,-0.07,0.74,-122.01,720
1742215313.05,0.04553507163495807,-2.1307782060952563,0.0,0.17,-1.17,0.72,-122.01,720
1742215313.1,0.041116589914808155,-2.137847856405955,0.0,0.18,0.36,0.72,-122.01,720
1742215313.14,0.03687931057607604,-2.144627579643701,0.0,0.22,0.95,0.72,-122.01,720
1742215313.18,0.03270630006266015,-2.1513044716037397,0.0,0.16,-1.2,0.71,-122.01,720
1742215313.22,0.028431530576448507,-2.158144179752514,0.0,0.22,1.54,0.71,-122.01,720
1742215313.26,0.02376757765019631,-2.1656065884128917,0.0,0.22,0.01,0.7,-122.01,720
1742215313.3,0.019103624723304343,-2.173068997074267,0.0,0.23,0.43,0.7,-122.01,720
1742215313.35,0.014669968419232104,-2.180162926992469,0.0,0.16,-1.35,0.7,-122.01,720
1742215313.39,0.01033450059781501,-2.187099753570484,0.0,0.23,1.84,0.68,-122.01,720
1742215313.42,0.005961542628991128,-2.194096565059405,0.0,0.22,-0.39,0.68,-122.01,720
1742215313.47,0.0012975897026563704,-2.2015589737199033,0.0,0.19,-0.58,0.67,-122.01,720
1742215313.51,-0.0033663632242364188,-2.2090213823812785,0.0,0.23,1.21,0.67,-122.01,720
1742215313.55,-0.008030316151164108,-2.2164837910427106,0.0,0.22,-0.43,0.67,-122.01,720
1742215313.6,-0.01261125517931585,-2.223813375971383,0.0,0.18,-0.72,0.66,-122.01,720
1742215313.64,-0.016897628759393334,-2.2306716508792617,0.0,0.21,0.81,0.66,-122.01,720
1742215313.68,-0.021070639272811623,-2.2373485428393,0.0,0.17,-0.9,0.65,-122.01,720
1742215313.72,-0.025443597241640803,-2.244345354328218,0.0,0.2,0.64,0.65,-122.01,720
1742215313.76,-0.030107550167982368,-2.2518077629887125,0.0,0.22,0.51,0.65,-122.01,720
1742215313.81,-0.03477102546506945,-2.2592704700859967,0.0,0.21,-0.25,0.64,-121.98,720
1742215313.84,-0.03933943219139081,-2.266607868363466,0.0,0.25,1.38,0.64,-121.8,720
1742215313.89,-0.04371265543982128,-2.2737055903454144,0.0,0.16,-1.85,0.63,-121.47,720
1742215313.93,-0.04804357952490126,-2.2808292007887556,0.0,0.23,2.12,0.63,-121.13,720
1742215313.97,-0.05215619226573437,-2.2876852497734106,0.0,0.18,-1.15,0.63,-120.78,720
1742215314.01,-0.056546261993657886,-2.295105281927438,0.0,0.23,1.31,0.62,-120.44,720
1742215314.05,-0.06098219113315199,-2.302705433367429,0.0,0.22,-0.23,0.62,-120.1,720
1742215314.09,-0.0652022472110388,-2.310035539529262,0.0,0.21,-0.33,0.61,-119.76,720
1742215314.14,-0.06932109540223866,-2.3172838425674125,0.0,0.18,-0.5,0.61,-119.49,720
1742215314.18,-0.073417465127963,-2.324544880874554,0.0,0.2,0.26,0.61,-119.4,720
1742215314.23,-0.07772357262946195,-2.3321864999494477,0.0,0.19,-0.2,0.6,-119.4,720
1742215314.27,-0.08201231679467,-2.3397973060449067,0.0,0.2,0.37,0.6,-119.4,720
1742215314.31,-0.08610510330281913,-2.347060365650196,0.0,0.22,0.34,0.59,-119.4,720
1742215314.35,-0.09019788981083042,-2.354323425255262,0.0,0.2,-0.27,0.59,-119.4,720
1742215314.39,-0.09429067631883623,-2.361586484860332,0.0,0.21,0.15,0.59,-119.4,720
1742215314.43,-0.09846035760355473,-2.368986001948719,0.0,0.19,-0.38,0.59,-119.4,720
1742215314.47,-0.10278052113961679,-2.3766525648649024,0.0,0.24,1.33,0.59,-119.4,720
1742215314.51,-0.10710068467589019,-2.384319127781457,0.0,0.22,-0.47,0.58,-119.4,720
1742215314.55,-0.11129847802991646,-2.3917685325526334,0.0,0.19,-0.77,0.58,-119.4,720
1742215314.6,-0.11539126453790119,-2.3990315921577148,0.0,0.18,-0.2,0.58,-119.4,720
1742215314.64,-0.11940715626930856,-2.4061581942797443,0.0,0.22,1.06,0.56,-119.4,720
1742215314.7,-0.12345777467363167,-2.413346422361212,0.0,0.14,-1.3,0.56,-119.4,720
1742215314.73,-0.12777793820937433,-2.4210129852768962,0.0,0.22,1.91,0.56,-119.4,720
1742215314.78,-0.13209810174561845,-2.4286795481934664,0.0,0.18,-0.77,0.57,-119.4,720
1742215314.82,-0.13625041969396018,-2.4360482523023634,0.0,0.22,1.05,0.57,-119.4,720
1742215314.87,-0.14034320620191654,-2.4433113119074616,0.0,0.16,-1.22,0.56,-119.4,720
1742215314.91,-0.14431362252764365,-2.450357213367214,0.0,0.22,1.67,0.56,-119.4,720
1742215314.95,-0.14817903200732702,-2.45721676966085,0.0,0.18,-1.02,0.56,-119.4,720
1742215314.99,-0.15222965041161435,-2.4644049977423372,0.0,0.2,0.65,0.56,-119.4,720
1742215315.04,-0.15642744376495327,-2.4718544025124394,0.0,0.17,-0.63,0.56,-119.4,720
1742215315.08,-0.1605202302729681,-2.4791174621177063,0.0,0.22,1.35,0.56,-119.4,720
1742215315.13,-0.16461301678088677,-2.4863805217228263,0.0,0.17,-1.05,0.56,-119.4,720
1742215315.17,-0.1687058032887984,-2.49364358132795,0.0,0.23,1.63,0.55,-119.4,720
1742215315.2,-0.17292095997907247,-2.501123799078689,0.0,0.26,0.94,0.55,-119.4,720
1742215315.25,-0.17724112351503302,-2.5087903619949294,0.0,0.18,-1.65,0.55,-119.4,720
1742215315.28,-0.18148439227448962,-2.5163204674282342,0.0,0.27,2.9,0.54,-119.4,720
1742215315.33,-0.1855771787824744,-2.523583527033546,0.0,0.17,-2.03,0.54,-119.4,720
1742215315.37,-0.18966996529035102,-2.530846586638689,0.0,0.21,0.85,0.54,-119.4,720
1742215315.41,-0.1935949062103466,-2.537811787436192,0.0,0.2,-0.33,0.54,-119.4,720
1742215315.46,-0.19773647542550463,-2.5451614168416823,0.0,0.19,-0.22,0.54,-119.4,720
1742215315.49,-0.2020566389614851,-2.5528279797580637,0.0,0.24,1.54,0.55,-119.4,720
1742215315.53,-0.20629990772089657,-2.5603580851913934,0.0,0.21,-0.79,0.55,-119.4,720
1742215315.58,-0.2103926942288411,-2.567621144796737,0.0,0.16,-0.9,0.54,-119.4,720
1742215315.62,-0.214485480736675,-2.5748842044019047,0.0,0.27,3.71,0.54,-119.4,720
1742215315.66,-0.21841042165663077,-2.581849405199429,0.0,0.18,-2.18,0.54,-119.4,720
1742215315.69,-0.22227583113619748,-2.588708961493131,0.0,0.23,1.66,0.54,-119.4,720
1742215315.74,-0.2262354987291323,-2.595735788250222,0.0,0.18,-1.12,0.54,-119.4,720
1742215315.78,-0.23055566226463756,-2.6034023511658706,0.0,0.21,0.55,0.55,-119.4,720
1742215315.83,-0.23487582580072,-2.6110689140825327,0.0,0.19,-0.43,0.55,-119.4,720
1742215315.87,-0.23872929165556,-2.6178965331088215,0.0,0.19,0.18,0.55,-119.51,720
1742215315.91,-0.24181504289120273,-2.6233201532037085,0.0,0.17,-0.55,0.54,-119.8,720
1742215315.95,-0.24413612102220622,-2.6273378731949433,0.0,0.1,-1.58,0.54,-120.28,720
1742215315.99,-0.24568219182154732,-2.629955346369216,0.0,0.08,-0.51,0.54,-120.94,720
1742215316.04,-0.24642972941082267,-2.6311860998695473,0.0,0.03,-0.97,0.54,-121.79,720
1742215316.08,-0.24649742441534206,-2.631294733823023,0.0,0.0,-0.67,0.54,-122.81,720
1742215316.14,-0.24649742441527017,-2.6312947338229136,0.0,0.0,-0.06,0.55,-124.02,720
1742215316.17,-0.24649742441531766,-2.6312947338229824,0.0,0.0,0.0,0.55,-125.42,720
1742215316.21,-0.24649742441537104,-2.6312947338230552,0.0,0.0,-0.0,0.54,-126.99,720
1742215316.25,-0.24649742441542513,-2.631294733823125,0.0,0.0,-0.0,0.54,-128.75,720
1742215316.3,-0.24649742441547928,-2.6312947338231902,0.0,0.0,-0.0,0.54,-130.7,720
1742215316.35,-0.24649742441553324,-2.63129473382325,0.0,0.0,0.0,0.53,-132.82,720
1742215316.4,-0.24649742441558747,-2.6312947338233066,0.0,0.0,-0.0,0.53,-135.1,720
1742215316.44,-0.2464974244156402,-2.631294733823357,0.0,0.0,0.0,0.54,-137.39,720
1742215316.48,-0.2464974244156916,-2.631294733823403,0.0,0.0,0.0,0.54,-139.68,720
1742215316.52,-0.24649742441574116,-2.631294733823443,0.0,0.0,-0.0,0.54,-141.98,720
1742215316.56,-0.24649742441578873,-2.6312947338234784,0.0,0.0,0.0,0.54,-144.27,720
1742215316.6,-0.2464974244158339,-2.6312947338235095,0.0,0.0,0.0,0.54,-146.56,720
1742215316.65,-0.2464974244158761,-2.6312947338235357,0.0,0.0,-0.0,0.55,-148.85,720
1742215316.7,-0.24649742441591477,-2.631294733823558,0.0,0.0,-0.0,0.55,-151.14,720
1742215316.74,-0.24649742441595054,-2.6312947338235766,0.0,0.0,0.0,0.55,-153.43,720
1742215316.79,-0.2464974244159822,-2.6312947338235917,0.0,0.0,-0.0,0.54,-155.73,720
1742215316.84,-0.24649742441601,-2.6312947338236037,0.0,0.0,-0.0,0.54,-158.02,720
1742215316.87,-0.2464974244160334,-2.631294733823612,0.0,0.0,0.0,0.54,-160.31,720
1742215316.92,-0.24649742441605257,-2.6312947338236183,0.0,0.0,-0.0,0.54,-162.6,720
1742215316.95,-0.24649742441606642,-2.6312947338236223,0.0,0.0,-0.0,0.54,-164.89,720
1742215317.0,-0.24649742441607592,-2.631294733823625,0.0,0.0,-0.0,0.54,-167.19,720
1742215317.04,-0.2464974244160809,-2.6312947338236263,0.0,0.0,-0.0,0.54,-169.48,720
1742215317.08,-0.24649742441608025,-2.6312947338236263,0.0,0.0,-0.0,0.54,-171.77,720
1742215317.13,-0.24649742441607514,-2.6312947338236263,0.0,0.0,0.0,0.54,-174.06,720
1742215317.17,-0.24649742441606493,-2.6312947338236263,0.0,0.0,0.0,0.54,-176.35,720
1742215317.22,-0.2464974244160485,-2.6312947338236263,0.0,0.0,0.0,0.55,-178.64,720
1742215317.27,-0.24688140713402107,-2.6312920425910162,0.0,0.01,0.18,0.55,179.06,720
1742215317.33,-0.2487998254282792,-2.631217169674259,0.0,0.03,0.42,0.55,176.77,720
1742215317.36,-0.2523089485131368,-2.6309436200373195,0.0,0.1,1.87,0.55,174.48,720
1742215317.4,-0.25739340351421397,-2.630344246655314,0.0,0.12,0.61,0.55,172.19,720
1742215317.44,-0.26403020314295045,-2.629292916063145,0.0,0.17,1.12,0.54,169.9,720
1742215317.49,-0.27215752504185453,-2.627671657437297,0.0,0.18,0.35,0.54,167.6,720
1742215317.54,-0.2807123235514997,-2.625611293971569,0.0,0.19,0.06,0.51,165.31,720
1742215317.58,-0.2891778865716523,-2.623210477880453,0.0,0.2,0.39,0.51,163.02,720
1742215317.62,-0.2966299599819246,-2.6207765442126627,0.0,0.21,0.23,0.51,160.73,720
1742215317.67,-0.30279528683313994,-2.618483091581189,0.0,0.12,-1.67,0.5,158.44,720
1742215317.7,-0.3089525486841294,-2.6159035770200143,0.0,0.22,3.4,0.5,156.15,720
1742215317.74,-0.3161947996375033,-2.6125222126441456,0.0,0.19,-0.9,0.48,153.85,720
1742215317.79,-0.32330004159121106,-2.608858045502471,0.0,0.18,-0.1,0.48,151.56,720
1742215317.83,-0.33014678492513994,-2.6049710488257927,0.0,0.16,-0.37,0.48,149.27,720
1742215317.87,-0.33696455837873707,-2.6007289643456986,0.0,0.23,1.87,0.46,146.98,720
1742215317.91,-0.34386196491914556,-2.5960471428327256,0.0,0.19,-0.91,0.46,144.69,720
1742215317.96,-0.350367488763448,-2.5912431488066856,0.0,0.17,-0.47,0.43,142.39,720
1742215318.0,-0.35650751124554514,-2.5863149887682693,0.0,0.21,1.08,0.43,140.1,720
1742215318.04,-0.3624455485259132,-2.5811452353213626,0.0,0.18,-0.66,0.43,137.81,720
1742215318.09,-0.3681721010116243,-2.575742158968653,0.0,0.17,-0.12,0.42,135.52,720
1742215318.12,-0.3738104349950472,-2.5699753846985063,0.0,0.24,2.11,0.42,133.23,720
1742215318.17,-0.3797076461609316,-2.5634444907620746,0.0,0.17,-1.37,0.4,130.94,720
1742215318.21,-0.38506126125171275,-2.5570171589206385,0.0,0.25,2.11,0.4,128.64,720
1742215318.25,-0.39013577934263,-2.550403314667292,0.0,0.19,-1.34,0.4,126.35,720
1742215318.29,-0.39503041768630504,-2.543462714500964,0.0,0.2,0.33,0.37,124.06,720
1742215318.33,-0.39981181513609293,-2.536075704715036,0.0,0.24,0.99,0.37,121.77,720
1742215318.38,-0.4042939863755776,-2.5285033988476173,0.0,0.2,-0.85,0.34,119.48,720
1742215318.42,-0.4084697608857821,-2.5207579109746674,0.0,0.2,0.07,0.34,117.18,720
1742215318.46,-0.41208907435283165,-2.513358759661705,0.0,0.18,-0.44,0.34,114.89,720
